,gene,SRR1222460,SRR1222455,SRR1222450,SRR1222448,SRR1222456
0,TraesCS1A02G000100,83.7328,53.0677,120.527,72.5751,113.718
1,TraesCS1A02G000200,612.101,1791.22,1357.96,383.165,237.035
2,TraesCS1A02G000300,16.3186,15.9746,27.7144,8.18594,33.8285
3,TraesCS1A02G000400,445.276,344.51,433.952,177.721,412.689
4,TraesCS1A02G000500,3.70829,4.40206,1.39836,4.91365,8.37189
5,TraesCS1A02G000600,4.48397,9.08061,16.0833,0.0,4.5385
6,TraesCS1A02G000700,0.0,0.0,0.0,50.05,0.0
7,TraesCS1A02G000800,7.59672,0.0,3.72969,1.79925,9.97458
8,TraesCS1A02G000900,10460.4,3537.92,4672.28,1323.09,9194.79
9,TraesCS1A02G001100,15404.6,17157.9,21797.4,9407.08,16035.9
10,TraesCS1A02G001000,2192.34,2511.54,2458.37,1175.67,1989.76
11,TraesCS1A02G001200,11.9634,536.045,859.476,242.911,57.5987
12,TraesCS1A02G001400,236.227,423.411,386.539,137.025,213.176
13,TraesCS1A02G001300,10.8738,42.3963,35.0919,46.7572,54.052
14,TraesCS1A02G001500,5.93087,8.8377,11.8122,3.65672,8.88211
15,TraesCS1A02G001600,6.53235,9.57806,12.0161,4.23171,1.35197
16,TraesCS1A02G001700,2.41674,21.5373,25.03,10.0982,0.0
17,TraesCS1A02G001800,76.3498,47.8289,50.4959,79.7348,64.0686
18,TraesCS1A02G001900,173.85513699999998,126.9798240336326,143.20739,235.8338,155.0747526
19,TraesCS1A02G002000,9.28104,18.4177,13.5488,27.2483,19.0743
20,TraesCS1A02G002100,19.4256,62.192,74.5326,76.8222,35.5842
21,TraesCS1A02G002200,179.25,188.606,226.983,187.501,272.251
22,TraesCS1A02G002300,3.6277,5.06486,6.60677,17.0657,7.51559
24,TraesCS1A02G002500,31.4,110.245,159.697,164.552,22.028
25,TraesCS1A02G002700,168.148,451.316,435.78,543.493,92.0753
41,TraesCS1A02G004126,4.2582,51.6974,42.573,31.0927,1.23055
42,TraesCS1A02G004200,107.354,0.0,0.279092,7.35306,5.84543
44,TraesCS1A02G004400,218.384,28.3965,34.8256,18.2182,24.7178
45,TraesCS1A02G004500,28.3939,7.27013,11.0,8.96933,1.26784
46,TraesCS1A02G004600,0.0,5.57209,5.365,9.97299,11.7773
51,TraesCS1A02G005100,0.0,19.8018,33.6525,28.7652,10.5713
54,TraesCS1A02G005315,133.343,4304.3,7089.6,5664.43,304.452
55,TraesCS1A02G005368,2474.99,7035.43,8268.57,8219.39,622.55
56,TraesCS1A02G005387,438.453,4997.87,6200.21,5690.05,404.135
58,TraesCS1A02G005500,69.9143,98.6979,67.8681,195.815,100.357
59,TraesCS1A02G005600,76.01386188313799,55.8818316516,69.2354959,85.221953982729,55.9079378
60,TraesCS1A02G005700,73.8347,198.845,294.539,249.815,39.9147
61,TraesCS1A02G005800,176.3407,259.523,319.7945,432.9051,152.60947
62,TraesCS1A02G005900,42.7688,44.7445,37.8598,72.4084,44.3954
74,TraesCS1A02G007200,344.856,2.03137,4.06169,14.1218,3.03378
76,TraesCS1A02G007300,28104.3,131321.0,118295.0,109646.0,30154.3
77,TraesCS1A02G007344,1672.49,18806.2,17448.0,15750.4,5145.16
78,TraesCS1A02G007400,34130.6,204034.0,169295.0,116353.0,74364.8
79,TraesCS1A02G007405,20063.3,60.2493,25.5331,16.8425,39.1621
80,TraesCS1A02G007500,124.881,192.903,179.259,209.835,155.456
81,TraesCS1A02G007600,9.85418,27.1115,36.5953,32.4126,23.0679
82,TraesCS1A02G007700,21729.7,29506.3,26565.5,18288.0,30041.1
85,TraesCS1A02G007934,516.182,2670.86,2430.87,2040.37,283.92
86,TraesCS1A02G008000,29487.9,91580.7,79973.1,74930.9,14940.8
87,TraesCS1A02G008100,0.0,10.8743,7.07703,11.0541,1.07851
97,TraesCS1A02G009000,25.65307461,44.97832,49.3898,49.25108,37.5466
98,TraesCS1A02G009100,3.55672,7.81504,6.93133,5.97439,16.5376
99,TraesCS1A02G009200,22.2355,9.11085,10.4228,4.31705,9.08505
100,TraesCS1A02G009300,4.21145,7.23645,4.98477,0.0,1.31379
111,TraesCS1A02G010400,12.9504,4.12641,11.183,13.8038,3.15931
116,TraesCS1A02G010900,438.093,66382.8,58878.9,38257.1,23938.7
117,TraesCS1A02G010905,253.163,6453.1,5974.59,3749.39,2850.39
118,TraesCS1A02G011100,4.0,9.0,4.0,6.0,8.0
119,TraesCS1A02G011200,2.57499,9.01583,15.915120000000002,19.33916,8.5326
120,TraesCS1A02G011300,37.1612,22.9761,10.1067,24.0633,50.0665
122,TraesCS1A02G011500,7.67014,1.66113,1.37396,2.56309,3.61502
123,TraesCS1A02G011600,17.4824,1.24891,5.51887,3.57857,21.0259
125,TraesCS1A02G011800,12.8854,13.4234,21.5297,22.0837,12.4986
131,TraesCS1A02G012400,22.0396,0.0,0.0,0.0,0.0
132,TraesCS1A02G012500,38.4806,57.2477,52.9729,41.900020000000005,34.3151
144,TraesCS1A02G013700,17.0933,1.95892,7.2038,14.0699,15.488
145,TraesCS1A02G013800,3.35093,12.0285,35.3451134,45.9404,3.66956
147,TraesCS1A02G014000,122.782,124.068,110.749,110.866,325.367
148,TraesCS1A02G014100,189.083,9.8852,24.6422,21.2601,91.7109
157,TraesCS1A02G015100,1.36081,6.39411,1.65738,18.3313,4.0
158,TraesCS1A02G015200,56.37575914,55.6747,34.1182,73.1426,29.47708
159,TraesCS1A02G015300,234.086,373.222,315.429,331.849,269.049
161,TraesCS1A02G015400,18.6956,8.5501,26.4894,11.8948,37.7843
170,TraesCS1A02G016200,4.5471,26.0616,48.9705,35.5603,8.55283
176,TraesCS1A02G016900,48.64911000000001,47.93097,57.2936,108.0372,62.141
177,TraesCS1A02G017000,35.0642,21.1248,32.0579,32.7127,23.0292
196,TraesCS1A02G018900,52.0935,72.7114,82.8289,117.524,47.2879
197,TraesCS1A02G019000,165.314,40.2745,43.854,103.872,99.1445
199,TraesCS1A02G019200,78.8132,66.7399,69.3329,98.1405,66.6425
211,TraesCS1A02G020300,21.0878,6.55129,4.35508,7.41345,3.24231
212,TraesCS1A02G020400,21.8594,70.6706,38.8261,14.6273,11.4584
213,TraesCS1A02G020500,374.978,198.675,238.592,426.445,340.426
214,TraesCS1A02G020600,28.934,22.4544,25.1647,21.5064,9.71453
215,TraesCS1A02G020700,0.0,0.0,12.2446,4.02388,0.0
219,TraesCS1A02G021100,12.0,4.0,11.3332,10.5475,14.0
233,TraesCS1A02G022500,74.8751,79.6078,88.1273,78.6339,78.6652
234,TraesCS1A02G022600,0.0,10.9896,0.0,0.0,80.386
237,TraesCS1A02G022900,0.0,5.0,5.72226,4.74427,2.0
243,TraesCS1A02G023400,37.1147,94.977300729587,54.74771,70.87700000000001,21.241941
247,TraesCS1A02G023800,36.6943,21.6039,35.622506441000006,76.2020000317085,30.1982
249,TraesCS1A02G024000,62.6135,13.2235,5.45492,3.89306,9.26511
251,TraesCS1A02G024200,36.4799,2.717249,5.12992,20.05,15.0125
252,TraesCS1A02G024300,4.35288,28.2766,23.1503,50.1884,6.873
253,TraesCS1A02G024400,0.0,13.755827,6.795694,20.81657,4.0
254,TraesCS1A02G024500,23.1185,31.298,34.724,34.2178,30.9074
256,TraesCS1A02G024700,21.3952,34.4317,20.0517,28.3921,31.0682
260,TraesCS1A02G025100,41.9648,24.5638,17.3491,58.9758,27.3283
261,TraesCS1A02G025200,47.6554,76.9692,80.0534,93.4465,57.3745
266,TraesCS1A02G025700,20.2845,32.81,32.0263,13.4537,21.0136
268,TraesCS1A02G025900,19.6721441,44.0731,36.4858,47.7699,14.68512
271,TraesCS1A02G026200,4.0,14.015,28.0,14.0,10.8954
273,TraesCS1A02G026400,11.0,15.9376,15.5496,37.8692,4.99582
281,TraesCS1A02G027200,31.7448,18.0527,26.8916,45.8755,25.8295
284,TraesCS1A02G027500,29.555,0.0,3.43496,9.60956,0.0
285,TraesCS1A02G027600,34.1139,4.03114,2.36845,1.27183,0.0
287,TraesCS1A02G027800,0.0,3.38511,3.91914,0.0,11.4407
291,TraesCS1A02G028200,30.3049,1.99241,0.949586,7.55166,3.8551
294,TraesCS1A02G028500,0.0,8.86757,13.7543,17.9439,3.71932
295,TraesCS1A02G028600,5.68318,29.1365,15.5803,36.1085,4.7001
299,TraesCS1A02G029100,10.92558,1.656554,4.92656,2.59008,0.0
300,TraesCS1A02G029200,15.0437,54.2961,67.6975,45.8142,18.3585
301,TraesCS1A02G029300,18.1236,36.7902,49.7851,56.1275,12.3568
306,TraesCS1A02G029800,16.1842,26.5129,15.1846,58.3974,23.6149
307,TraesCS1A02G029900,11.843,3.73964,1.00585,6.61723,1.32778
308,TraesCS1A02G030000,57.2747,25.2657,15.0994,46.2201,32.3943
309,TraesCS1A02G030100,4.31555,24.8094,22.1204,27.9597,19.2905
313,TraesCS1A02G030500,2.08064,27.2448,45.0098,30.3278,13.3744
314,TraesCS1A02G030600,49.7349,18.0426,35.511,24.5635,38.2249
315,TraesCS1A02G030700,23.0234,7.0,16.4553,17.4511,10.1119
316,TraesCS1A02G030900,25.0,0.0,0.0,0.0,0.0
319,TraesCS1A02G031200,30.855,39.491,44.6545,67.4522,35.8252
320,TraesCS1A02G031300,1.14791,9.04549,6.47563,5.65782,0.0
333,TraesCS1A02G032600,5.688,2.0,3.0,2.2056,6.63222
334,TraesCS1A02G032700,9.33231,16.9618,0.0,23.40686,10.2375
337,TraesCS1A02G033000,127.548,149.262,124.552,151.375,144.191
338,TraesCS1A02G033100,70.8614,46.9874,45.5927,79.0377,85.9627
339,TraesCS1A02G033200,18.0936,17.3062,7.14182,31.4631,23.7546
340,TraesCS1A02G033288,421.916,2280.04,2191.82,1916.3,168.183
341,TraesCS1A02G033300,11.7052,1.4365,0.0,1.15453,6.55115
343,TraesCS1A02G033501,5801.11,49233.0,41954.9,29624.7,4561.7
344,TraesCS1A02G033500,12.191,4.02216,4.05895,9.37332,18.2043
345,TraesCS1A02G033600,919.011,401.565,390.068,185.761,746.963
347,TraesCS1A02G033800,15.2192,8.0976,5.36452,12.108,1.41212
352,TraesCS1A02G034300,52.776463137,34.9058174363,30.6962,43.0473246,70.30971819999999
359,TraesCS1A02G035000,3.13684,17.8307,7.9652,31.1283,17.9496
360,TraesCS1A02G035100,3.34105,0.0,6.09713,11.4856,15.7039
364,TraesCS1A02G035500,8.91402,13.927811,20.981192,24.1812605,4.08426
365,TraesCS1A02G035600,0.0,3.0,6.415,19.8362,6.35273
367,TraesCS1A02G035800,208.353,128.377,195.768,210.836,397.408
368,TraesCS1A02G035900,13.469,15.9235,5.58097,14.9776,7.64833
370,TraesCS1A02G036100,82.47630000000001,75.8497,150.54800343065,139.9874,42.536874491
371,TraesCS1A02G036200,16.0131,7.17913,8.36556,13.196,13.0206
372,TraesCS1A02G036300,7.9374,30.3378,21.8584,16.3116,8.48391
374,TraesCS1A02G036500,11.2701,13.6955,13.0,8.70042,21.7875
377,TraesCS1A02G036800,67.984,62.497,40.7296,49.3659,54.5966
381,TraesCS1A02G037200,5.86308,2.49926,9.71839,23.6705,8.03718
383,TraesCS1A02G037400,7.99442,4.48746,2.03234,0.0,4.82154
387,TraesCS1A02G037800,1.0,11.2513,14.0452,14.4167,8.14499
388,TraesCS1A02G037900,66.6832,22.9448,26.5022,36.6231,38.7635
390,TraesCS1A02G038100,129.8,31.4642,95.8103,78.9005,105.809
391,TraesCS1A02G038200,158.139,151.902,319.926,211.084,293.716
393,TraesCS1A02G038400,29.602030000000003,117.93482,109.0488787,80.66975867500001,28.2471
398,TraesCS1A02G039000,31.2754,15.3658,17.9875,22.828,33.4537
399,TraesCS1A02G039100,91.615208006,66.54248033597099,70.3736490120864,32.30182102,28.3757668215
400,TraesCS1A02G039200,26.3094,58.0201,46.788,73.344,19.1528
402,TraesCS1A02G039400,38.5121,68.4304,50.0653,55.0517,44.95619
411,TraesCS1A02G040400,4.05342,40.5315,62.3667,63.6142,8.54577
412,TraesCS1A02G040500,16.4724,21.8221,28.1377,17.3229,30.4585
413,TraesCS1A02G040600,102.241,172.097,145.493,196.764,113.343
418,TraesCS1A02G041100,1.0,5.34256,5.42891,12.4637,0.0
432,TraesCS1A02G042500,0.0,11.1087,7.12598,9.84902,4.48676
434,TraesCS1A02G042700,7.0,13.0,7.28971,8.525,10.0
436,TraesCS1A02G042900,14.4748,6.60094,6.79934,6.97703,6.76566
439,TraesCS1A02G043200,79.1822,63.529,66.7695,92.1025,60.2257
441,TraesCS1A02G043400,1.26046,16.2455,27.7088,23.225,4.70862
442,TraesCS1A02G043500,19.0576,23.5318,13.9448,11.0,28.4897
443,TraesCS1A02G043600,80.3725,83.7343,84.26,106.219,66.9783
449,TraesCS1A02G044200,65.3075,59.4648,51.8403,94.2726,81.4704
452,TraesCS1A02G044500,118.8088,145.5028,236.031,192.6735,74.2767
453,TraesCS1A02G044600,15.6524,8.23988,5.75782,15.7013,22.9516
455,TraesCS1A02G044800,27.7686,47.3115,23.6999,43.6548,20.3271
459,TraesCS1A02G045300,52.3437,65.13470000000001,79.227,133.07330000000002,57.9528
460,TraesCS1A02G045400,136.679,138.231,143.21,215.174,127.532
461,TraesCS1A02G045500,1.0,7.35061,23.5556,14.2088,8.0
462,TraesCS1A02G045600,4.0,18.0,29.0,25.0,6.0
463,TraesCS1A02G045700,1294.69,644.98,501.585,501.279,1281.99
464,TraesCS1A02G045800,344.101,67.3906,89.9306,87.1077,114.875
468,TraesCS1A02G046300,7.04309,5.62734,7.41474,8.12831,4.98226
470,TraesCS1A02G046500,65.0719,249.065,164.106,207.8,89.1719
471,TraesCS1A02G046600,81.4804,118.718,107.079,137.181,80.9844
473,TraesCS1A02G046800,23.6244,16.4815,8.6707,17.1765,19.5659
475,TraesCS1A02G047000,158.897,198.594,176.146,159.682,116.479
477,TraesCS1A02G047200,26.7954,28.4294,34.59605,42.3723,16.2547
479,TraesCS1A02G047400,28.0926,1.28683,5.18951,47.8225,12.441
480,TraesCS1A02G047500,44.2695,52.8128,55.5369,31.9525,25.3907
488,TraesCS1A02G048600,3.0,18.8059,8.0,11.0,3.87331
489,TraesCS1A02G048700,31.0775,9.90901,15.5709,6.40611,27.0285
495,TraesCS1A02G049300,52.72954197,95.1443,91.6594,76.2879,42.4647064
497,TraesCS1A02G049500,64.0,10.0,6.0,0.0,6.0
498,TraesCS1A02G049600,6.07666157,4.86199,8.78782,15.4057,13.18696
499,TraesCS1A02G049700,268.0542,215.8762,157.81900000000002,214.0396,233.48656
500,TraesCS1A02G049800,25.2992,16.866,27.6619,1.7974,20.4988
503,TraesCS1A02G050100,40.235,65.0163,51.18980812652,64.69489999999999,71.14637
505,TraesCS1A02G050300,7.0,0.0,5.37244,4.0,3.62142
506,TraesCS1A02G050400,88.7079,79.8116,80.5518,164.83,65.6046
508,TraesCS1A02G050600,185.453,31.0,24.0,25.974,75.7684
509,TraesCS1A02G050700,2.0,5.0,5.38273,5.0,8.2723
510,TraesCS1A02G050800,16.6514,30.6022,22.6428,38.9105,57.5547
511,TraesCS1A02G050900,49.8662,8.13195,16.5816,26.6202,39.4437
513,TraesCS1A02G051100,0.0,5.49589,7.36661,2.84418,4.07599
514,TraesCS1A02G051200,0.0,10.0,2.0,2.0,10.0
515,TraesCS1A02G051300,32.05113,137.64548,139.7958596,180.321769,18.46638
517,TraesCS1A02G051500,87.7896,38.8245,30.0974,43.7962,55.5181
518,TraesCS1A02G051600,45.4248,49.0639,35.1964,37.469,40.758
519,TraesCS1A02G051700,309.688,191.187,171.296,257.513,318.387
521,TraesCS1A02G051900,44.0,43.0,52.0,69.0,76.0
523,TraesCS1A02G052100,2.0,13.0862,17.7048,15.6293,1.41544
524,TraesCS1A02G052200,30.0119,154.9137,288.4592,234.5283,19.28839
525,TraesCS1A02G052300,44.2013,14.6697,23.6298,22.8532,16.0615
535,TraesCS1A02G053300,1.0,4.24262,6.0,6.0,6.0
538,TraesCS1A02G053600,14.2406,5.13924,3.76374,7.06603,5.47568
541,TraesCS1A02G054000,21.4631,16.9183,5.0,6.36269,22.9187
543,TraesCS1A02G054300,30.8346,103.389,96.2434,117.286,33.0796
544,TraesCS1A02G054400,13.045000309015,14.23939376128,21.58914884,41.70410105345999,2.073148644
549,TraesCS1A02G054900,13.06334,10.6918,22.17971,21.51883,9.74007
550,TraesCS1A02G055000,5.18502,9.00422,4.81841,9.13541,14.3804
552,TraesCS1A02G055200,70.349,31.6275,45.3835,42.6271,54.4408
554,TraesCS1A02G055400,36.1488397908,12.828200251612,9.30985,0.0,2.90471
565,TraesCS1A02G056500,73.1672,33.9166,37.0387,50.9089,55.9153
566,TraesCS1A02G056600,31.8813,10.3007,15.6507,16.294,23.3443
571,TraesCS1A02G057100,16.7869,14.7367,14.1657,14.8063,24.2403
572,TraesCS1A02G057200,1.11296,6.3595,17.85736,32.97736,6.04777
583,TraesCS1A02G058300,24.4265,6.45221,15.0433,10.9158,29.6588
584,TraesCS1A02G058400,12.4495,23.014767,15.24321,33.806431,0.0
586,TraesCS1A02G058600,8.9116158,12.77697428,21.67687601,17.592665099999998,1.19391137
587,TraesCS1A02G058700,4.65852,10.1369,8.28835,5.0833,8.37477
593,TraesCS1A02G059300,19.6052,29.0711,30.0,103.394,9.0
596,TraesCS1A02G059600,0.0,4.10123,5.67024,1.50637,5.72501
601,TraesCS1A02G060100,11.8549,54.1305,79.223,66.6015,27.7612
605,TraesCS1A02G060500,14.7872,12.7554,1.58266,7.61128,12.7678
606,TraesCS1A02G060600,4.2615574,6.6964713,7.51664,9.26227,0.0
607,TraesCS1A02G060700,72.5736,166.623,169.121,176.065,93.7451
614,TraesCS1A02G061400,0.0,12.7285,9.8115,20.8475,13.5228
617,TraesCS1A02G061700,20.8169,6.64662,5.29026,5.60464,10.87
620,TraesCS1A02G062000,0.0,1.0,2.0,10.0,6.0
621,TraesCS1A02G062100,93.5159,81.2773,77.8118,167.84,103.485
623,TraesCS1A02G062400,15.3042,9.47093,20.697,19.8802,23.5642
624,TraesCS1A02G062500,259.323,111.15,120.065,133.852,183.551
625,TraesCS1A02G062600,30.1692,207.428,168.509,162.039,230.962
626,TraesCS1A02G062700,91.6852,107.776,122.252,91.2239,53.3584
628,TraesCS1A02G062900,72.2962,281.147,328.565,287.866,161.689
630,TraesCS1A02G063100,236.723,701.671,700.039,458.567,433.087
631,TraesCS1A02G063200,135.6,186.218,206.684,213.837,209.755
632,TraesCS1A02G063300,23.0,25.0,25.0,32.0,15.0
634,TraesCS1A02G063500,0.0,2.88171,7.485,7.79495,4.33067
635,TraesCS1A02G063600,2.13139,7.375151013,19.868120208991,8.36898116629,1.37701
637,TraesCS1A02G064000,54.6468,74.1669,76.1542,134.529,62.5343
638,TraesCS1A02G064100,45.2423,67.0525,100.949,127.363,38.0781
639,TraesCS1A02G064200,0.0,12.28810206172,14.60502,9.824517,2.144970181134
645,TraesCS1A02G064800,2.469422,14.5131,3.6282108,5.747204,0.0
647,TraesCS1A02G065000,1.0,0.0,7.33335,5.94183,1.17882
649,TraesCS1A02G065300,5.3612,22.46362,23.5938,31.1209,9.11111
650,TraesCS1A02G065400,28.6984,118.828,61.6083,47.5629,34.1682
651,TraesCS1A02G065500,6.30325,0.0,7.50424,10.8452,7.17045
652,TraesCS1A02G065600,6.68603,3.12882,18.5087,6.18267,2.25011
653,TraesCS1A02G065700,73.6275,146.493700107639,113.164365305,96.1585361345,37.094
654,TraesCS1A02G065800,10.7337,4.05641,3.0,5.55777,8.91894
656,TraesCS1A02G066000,2.588401,12.4353,12.3808,11.2779,7.12464
657,TraesCS1A02G066100,7089.68,20402.3,20888.2,12719.5,12574.7
658,TraesCS1A02G066200,49.1338,17.6149,26.7552,42.1019,33.8073
659,TraesCS1A02G066300,25.6091,94.1334,101.46,79.8474,44.4577
664,TraesCS1A02G066700,22.2555,25.8504,40.838,80.7399,10.9755
665,TraesCS1A02G066800,149.5298,211.9348,186.3596,382.137,115.378
666,TraesCS1A02G066900,6.7271,48.127,86.8025,139.426,38.9372
669,TraesCS1A02G067200,37.9119,46.0439,35.3578,40.5702,42.952
670,TraesCS1A02G067300,11.33343,98.46377542,140.26648,60.0479,8.02159
672,TraesCS1A02G067462,1.0,1.89952,8.51498,5.8546,2.0
678,TraesCS1A02G067900,5.72916,5.53333,5.12949,5.59818,7.03447
679,TraesCS1A02G068000,58.9658,25.3943,27.1657,35.1975,46.495
682,TraesCS1A02G068300,51.02766,154.0838,152.2774,149.9903,18.74231
683,TraesCS1A02G068400,16.3528,8.22399,1.14805,2.40469,29.0217
692,TraesCS1A02G069300,21.957,345.665,388.388,364.307,148.177
693,TraesCS1A02G069400,52.0643,72.8889,77.2059,101.492,39.4593
695,TraesCS1A02G069600,83.3773,45.7125,65.9709,177.642,78.0409
696,TraesCS1A02G069700,5.00783,18.3265,36.9218,19.5158,7.05947
701,TraesCS1A02G070200,91.2879,22.2843,28.7182,36.5414,66.698
702,TraesCS1A02G070300,21.8212,13.9082,17.1343,14.82,8.10756
703,TraesCS1A02G070400,2.35727,4.51844,18.1607,38.8566000971288,8.638430019360799
705,TraesCS1A02G070600,20.0428,18.6257,4.38637,29.1168,12.9322
706,TraesCS1A02G070700,30.0,17.0,10.0,6.0,15.0
710,TraesCS1A02G071100,8.0,19.7806,13.5956,16.9909,1.08836
712,TraesCS1A02G071300,8.85078,6.03317,15.6228,13.9206,4.4867
713,TraesCS1A02G071400,18.00001,7.59227,6.32799,19.316,2.26967
714,TraesCS1A02G071500,0.0,2.46734,7.71402,13.5311,3.0
717,TraesCS1A02G071700,18.2494,9.70904,21.2094,10.0785,10.7283
718,TraesCS1A02G071800,170.865,138.783,138.52,212.324,189.393
719,TraesCS1A02G072000,153.224,158.9757,227.2722,323.4733,105.3483
721,TraesCS1A02G072200,110.601,52.0622,58.9381,104.358,75.4498
725,TraesCS1A02G072600,316.526,243.752,276.899,232.93,240.632
727,TraesCS1A02G072800,3.16084,2.50325,4.80199,4.80199,1.63694
731,TraesCS1A02G073000,5.06034,4.13936,9.19397,8.0,4.81633
734,TraesCS1A02G073300,0.0,5.80861285,8.1653823,20.2461,2.54171
735,TraesCS1A02G073400,27.14030366267,31.961800076689705,39.4311,36.8596,32.18590893895
745,TraesCS1A02G074400,69.6902000138722,145.34123100000002,179.1120000311596,154.3530000214454,57.3391
746,TraesCS1A02G074800,19.3997,12.16,32.28,24.2788,15.0201
748,TraesCS1A02G075000,0.0,49.9538,69.2673,107.506,0.0
749,TraesCS1A02G075100,38.254,38.2658,34.2021,66.6701,39.1844
753,TraesCS1A02G075500,2.0,6.0,3.0,5.0,0.0
754,TraesCS1A02G075600,4.90374,77.057,67.7092,70.0438,6.85396
755,TraesCS1A02G075700,13.392,6.18971,19.14346436,29.03301,12.4758
756,TraesCS1A02G075800,6.73187,27.1684000317983,24.20339,32.2908734287,12.0000000127806
758,TraesCS1A02G076000,50.5949,90.1457,122.176,82.1909,45.6869
759,TraesCS1A02G076100,28.061,14.4193,20.54678,28.12217,19.954045
762,TraesCS1A02G076400,6.69731,17.43356,8.88129,14.75552,10.91
764,TraesCS1A02G076700,115.783,79.0429,24.3383,108.0,95.0571
766,TraesCS1A02G076900,17.1839,3.54916,30.332,28.35693,4.12656
769,TraesCS1A02G077200,173.24,239.174,269.895,449.688178401,192.00500801
772,TraesCS1A02G077500,28.3404,21.5604,43.0933,37.528,27.5372
773,TraesCS1A02G077600,38.9031,44.777,39.1923,72.986,23.9682
774,TraesCS1A02G077700,65.464,17.3065,56.37065,110.6129,72.7546
778,TraesCS1A02G078100,3.94365,2.96854,5.16236,19.328,10.7712
784,TraesCS1A02G078700,10.49171,17.90146,23.9898,19.8636,3.8403
785,TraesCS1A02G078800,105.492,78.369,79.9498,133.7,162.377
786,TraesCS1A02G078900,1.09088,7.01784,10.3563,6.08057,9.31363
794,TraesCS1A02G079700,133.6888,219.4092,224.1352,227.1301,130.25358
795,TraesCS1A02G079800,1.0,10.3587,22.1331,11.187,10.0804
796,TraesCS1A02G079900,5.72345,22.5081,33.1061,49.7722,73.0598
798,TraesCS1A02G080100,52.6367,18.626,28.8512,26.0112,40.4624
799,TraesCS1A02G080200,11.392,17.4915,18.7544,23.1016,17.6912
800,TraesCS1A02G080300,2.59419,11.8267,12.4116,13.0506,0.0
802,TraesCS1A02G080500,2.948618,7.06325,8.862022999999999,17.0535,2.869882
803,TraesCS1A02G080600,3.25085,6.55066,8.86629,19.9805,6.48005
804,TraesCS1A02G080700,28.363,33.3671,52.9869,75.4429,21.09
806,TraesCS1A02G081100,0.0,2.64212,8.53992,6.73743,0.0
808,TraesCS1A02G081300,94.1451,256.852,487.965,773.898,141.044
809,TraesCS1A02G081400,13.7568,33.5078,51.1756,79.547,24.0141
811,TraesCS1A02G081600,9.0,8.0,8.82766,16.4111,18.7347
812,TraesCS1A02G081700,9.0,19.661,22.6288,53.0,39.0
815,TraesCS1A02G082000,129.096,130.828,176.114,275.32,128.775
817,TraesCS1A02G082200,13.668,9.74056,21.5233,47.4333,17.4668
820,TraesCS1A02G082500,42.5391,20.8363,23.644,68.7102,33.4477
821,TraesCS1A02G082600,21.947,36.2239,59.7703,57.5556,33.6449
822,TraesCS1A02G082700,4.76503,3.2001,4.71941,6.36084,5.55804
825,TraesCS1A02G083000,11.3871,7.47934,5.90324,20.3331,11.0362
828,TraesCS1A02G083400,143.079,76.6079,115.896,131.054,140.651
829,TraesCS1A02G083500,15.7104,2.8262,11.359,12.4644,2.94897
832,TraesCS1A02G083800,1512.27,566.002,547.23,1337.35,1683.24
835,TraesCS1A02G084100,5.35223,13.2887,25.0509,15.8203,21.3295
836,TraesCS1A02G084200,200.645,244.654,204.97,196.207,123.638
837,TraesCS1A02G084300,12.3986,3.63396,7.69426,6.22934,9.5382
838,TraesCS1A02G084500,26.8581,17.0131,7.64252,30.822,24.9026
844,TraesCS1A02G085000,28.1839,26.505,34.8329,21.9233,15.0195
848,TraesCS1A02G085400,7.205124,5.31378,2.43504,6.35145,14.57816
849,TraesCS1A02G085500,6.432,4.58959,6.30645,0.0,2.36973
850,TraesCS1A02G085600,2339.14,2955.67,1686.11,760.837,1907.83
851,TraesCS1A02G085700,7.34796,7.09467,5.64627,2.52644,3.58101
852,TraesCS1A02G085800,8.63178,3.0,4.3,3.22799,6.32457
853,TraesCS1A02G085900,20.7718,18.525,29.7014,21.4032,21.2824
855,TraesCS1A02G086100,1052.08,810.879,939.975,769.109,1021.37
856,TraesCS1A02G086200,79.4664,55.8563,43.6683,62.8506,51.5634
859,TraesCS1A02G086500,42.0983,126.368,135.657,150.038,51.26
860,TraesCS1A02G086600,83.9026,111.886,146.382,163.595,51.1025
862,TraesCS1A02G086800,31.4874,36.0891,50.6654,73.0008,29.33606
863,TraesCS1A02G086900,18.90133264,26.38026,26.0346,27.81914,16.01366
865,TraesCS1A02G087100,4.23627,4.78879,5.24282,11.089,10.1039
867,TraesCS1A02G087300,6.0,9.55942,16.0,8.0,3.0
869,TraesCS1A02G087500,5.38097,8.488180591135,41.8584,27.1277,11.269457
871,TraesCS1A02G087700,70.0,49.8927,62.9204,78.0101,79.9636
872,TraesCS1A02G087900,27.3856,112.252,149.984,115.406,18.1056
873,TraesCS1A02G088000,59.56089,62.599851,95.4838,110.203,32.648965
874,TraesCS1A02G088100,122.441,238.351,350.953,331.59,106.973
875,TraesCS1A02G088200,13.2953,30.7413,27.199,24.4757,18.5899
879,TraesCS1A02G088700,12.0,4.0,7.0,5.0,12.0
881,TraesCS1A02G088900,58.3765,87.9708,90.7101,140.488,72.6912
883,TraesCS1A02G089100,113.3262,110.6199,98.1289,49.8157,68.8313
885,TraesCS1A02G089300,7.22332,13.0975,9.30218,9.16721,6.05743
