,gene,SRR1222460,SRR1222455,SRR1222450,SRR1222448,SRR1222456
61390,TraesCS5A02G136400,20.8583,23.0286,18.555,19.0338,22.8494
61394,TraesCS5A02G136800,3.24049,5.0,7.54868,4.56003,4.0
61398,TraesCS5A02G137200,5.0,3.14213,0.0,6.69582,2.0
61399,TraesCS5A02G137300,1.9517,11.4051,1.56402,2.25066,2.48489
61402,TraesCS5A02G137600,19.451700011040497,125.5912,90.709,107.7719,22.8401
61403,TraesCS5A02G137700,12.2273,7.05173,20.3708,35.0081,17.5691
61404,TraesCS5A02G137800,9.69065,57.5879,58.3283,78.08,8.5288
61406,TraesCS5A02G138000,9.07894,32.533500000000004,37.3428,68.92588,9.85877
61407,TraesCS5A02G138100,6.51026,59.6882,103.202,51.0312,4.96369
61408,TraesCS5A02G138200,46.2739,42.8333,40.2238,56.215,24.6781
61410,TraesCS5A02G138400,107.9707,65.2421,89.42360000000001,260.925,31.8516
61411,TraesCS5A02G138500,36.6287,35.1443,47.944,51.284,34.0721
61415,TraesCS5A02G138900,124.397,129.043,173.5,160.923,139.373
61416,TraesCS5A02G139000,16.858871,42.4547000647307,19.7043,59.7675,18.1644
61417,TraesCS5A02G139100,78.7411,92.8807,57.7588,85.493,47.6209
61418,TraesCS5A02G139200,26.2515,13.5676,25.9329,21.3108,64.5894
61419,TraesCS5A02G139300,5.39026,6.9853,14.61,7.03837,0.0
61421,TraesCS5A02G139500,57.2056,85.6523,80.4011,138.163,21.4384
61424,TraesCS5A02G139900,28.8224,194.889,115.308,344.168,482.358
61425,TraesCS5A02G140000,50.7521,33.0458,48.1994,153.74,34.7804
61431,TraesCS5A02G140600,117.541,148.475,213.196,203.338,149.674
61432,TraesCS5A02G140700,0.0,31.9616,78.7007,25.829,29.7605
61433,TraesCS5A02G140800,31.2351,17.0058,43.3197,39.9508,55.9787
61435,TraesCS5A02G141000,26.8248,19.0178,26.2097,31.5172,16.2496
61438,TraesCS5A02G141300,18.6906,11.2018,37.7325,22.5369,27.0254
61439,TraesCS5A02G141400,37.2784,127.378,196.481,186.819,40.0853
61440,TraesCS5A02G141500,44.1488,45.7347,58.2084,42.3069,32.5304
61441,TraesCS5A02G141600,13.7494,18.123,17.819,16.1629,16.2363
61442,TraesCS5A02G141700,49.517,48.8562,46.66,55.5254,55.517
61445,TraesCS5A02G142000,2.27437,4.48928,6.0,2.0,3.0
61446,TraesCS5A02G142100,60.4336,41.8491,42.4575,74.8038,64.3017
61447,TraesCS5A02G142200,93.6656,94.3484,83.1669,58.736,58.6379
61448,TraesCS5A02G142400,4.97714,6.82049,8.74269,23.4058,1.63122
61450,TraesCS5A02G142600,4.83758,3.48955,8.12928,3.53644,9.29814
61451,TraesCS5A02G142700,228.439,81.7762,108.167,252.4,251.672
61452,TraesCS5A02G142800,30.3135,48.4475,23.2163,61.6777,27.2667
61453,TraesCS5A02G142900,157.411,70.9722,94.5712,80.2884,220.651
61454,TraesCS5A02G143000,124.6899891,118.84600821248,168.4,230.953000402382,140.053
61455,TraesCS5A02G143100,4.481,18.5522,12.262,5.63176,9.83238
61456,TraesCS5A02G143200,9.80824,33.2432,19.6345,234.385,30.7247
61458,TraesCS5A02G143400,68.9132,127.351000641918,216.61600016867905,130.2047,106.1008414
61459,TraesCS5A02G143500,43.5251,15.4146,27.9765,60.7074,36.7194
61460,TraesCS5A02G143600,118.4160212072447,199.40275,217.6448,403.8851,80.20447117
61461,TraesCS5A02G143800,6.97914,14.98845,12.83743,9.10728,2.4405
61462,TraesCS5A02G143900,144.204,32.4,32.7273,44.6373,86.7366
61464,TraesCS5A02G144100,46.8353,13.9679,32.3816,18.0069,32.6965
61465,TraesCS5A02G144200,31.2538,47.3002,83.7364,71.8894,31.3976
61466,TraesCS5A02G144300,23.6359,31.1857,30.5982,74.172,27.2527
61467,TraesCS5A02G144600,20.242,17.842332000000003,9.44188,15.803613,18.327867
61473,TraesCS5A02G145300,17.9929,15.3544,23.0611,16.6666,13.9025
61474,TraesCS5A02G145400,10.2749,14.4355,16.5568,28.1849,12.6844
61475,TraesCS5A02G145500,5.52115,7.08694,20.4332,1.80228,5.23955
61476,TraesCS5A02G145600,21.032850000000003,45.9308,39.4622,48.277640000000005,33.1024
61477,TraesCS5A02G145700,3.0,4.36815,2.82463,14.8118,1.50836
61478,TraesCS5A02G145800,21.131,29.2156,53.9679,42.0787,29.4222
61480,TraesCS5A02G146000,58.7492,63.6691,91.3741,103.949,63.5182
61482,TraesCS5A02G146200,11.9187,17.861,16.1336,6.59436,8.08905
61483,TraesCS5A02G146300,8.4328,1.25353,3.50392,2.73359,1.2029
61484,TraesCS5A02G146400,6.02554,1.37865,6.56011,16.4362,4.0
61487,TraesCS5A02G146700,0.0,1.0,1.0,9.0,7.0
61488,TraesCS5A02G146800,132.767,388.18800504793,410.584,439.614,125.12
61489,TraesCS5A02G146900,9.68429,18.849,41.4871,90.8304,35.3805
61490,TraesCS5A02G147000,3502.48,1407.62,1222.56,2731.36,4799.8
61494,TraesCS5A02G147400,0.0,0.0,0.0,125.699,0.0
61495,TraesCS5A02G147500,7.7959,5.17463,12.5112,39.2033,3.83355
61496,TraesCS5A02G147600,4.94111,23.99219,25.2466,22.2046,4.68501
61497,TraesCS5A02G147700,2.0,2.0,4.0,6.0,1.76747
61500,TraesCS5A02G148000,26.954,84.2713,52.7047,55.5144,47.8461
61501,TraesCS5A02G148100,20.0234,8.45465,4.48363,8.26411,19.1281
61502,TraesCS5A02G148200,8.00141,12.0497,14.8194,31.6796,1.73287
61505,TraesCS5A02G148500,99.5988,51.2923,79.525,118.106,81.1372
61506,TraesCS5A02G148600,3.58617,2.98136,8.3316,5.57012,0.0
61507,TraesCS5A02G148700,14.1718,89.5301,82.9561,146.837,20.9903
61508,TraesCS5A02G148800,12.032,12.118,13.3447,22.5579,17.4567
61509,TraesCS5A02G148900,140.583,95.4659,59.9503,85.6312,147.045
61510,TraesCS5A02G149000,6.52586,14.1776,5.49331,11.0606,6.45352
61511,TraesCS5A02G149100,8.10426,3.09276,0.0,3.07865,2.04352
61512,TraesCS5A02G149200,102.154939061,284.9942915145,292.43480716,393.487208,65.28266
61514,TraesCS5A02G149400,98.4622,145.84918000000002,185.20774,199.395,105.2692872
61519,TraesCS5A02G149900,0.0,1.0,7.54111,11.2737,1.0773
61522,TraesCS5A02G150200,0.0,3.87486,2.74619,11.9684,7.0
61527,TraesCS5A02G150700,16.9319,32.6396,43.1841,87.6384,36.2784
61528,TraesCS5A02G150800,26.077,30.5321213191,17.9671,46.9065,14.03210918113
61530,TraesCS5A02G151000,146.745,89.8346,96.2732,116.205,89.8471
61531,TraesCS5A02G151100,15.8216,63.0965,30.7759,31.4322,11.0964
61532,TraesCS5A02G151200,17.7531,24.3753,44.1065,34.5733,27.0109
61533,TraesCS5A02G151300,4.8095,10.1827,4.92953,5.94015,14.5635
61534,TraesCS5A02G151400,0.0,4.25065,4.79674,11.7388,5.59625
61535,TraesCS5A02G151500,13.0,2.0,0.0,6.0,8.55899
61537,TraesCS5A02G151700,171.1703,95.4765,101.2305,133.73579999999998,223.4181
61539,TraesCS5A02G151900,17.9488,8.54935,7.03951,9.84548,19.5052
61540,TraesCS5A02G152000,9.74151,5.37529,15.9777,36.0709,11.766
61541,TraesCS5A02G152100,19.59027,104.37855,162.0174,310.0383,116.50647
61543,TraesCS5A02G152300,2.49618,7.71041,8.64748,17.0302,5.77725
61544,TraesCS5A02G152400,75.9029,74.4863,115.646,128.922,65.5893
61546,TraesCS5A02G152600,415.28143054,585.9625723800001,590.08618862,610.5402442000001,292.175704
61547,TraesCS5A02G152700,7.47957,15.31184515,16.6946,33.3637,5.91333
61549,TraesCS5A02G152900,37.8909,24.467,37.7902,45.7646,23.574
61550,TraesCS5A02G153000,16.4532,14.1174,19.3356,23.1191,23.6322
61551,TraesCS5A02G153100,45.3797,57.5424,54.7359,51.3647,69.776
61552,TraesCS5A02G153200,5.0,6.0,11.7039,24.2035,9.0
61553,TraesCS5A02G153300,230.213,219.95,251.49,319.085,283.511
61555,TraesCS5A02G153500,126.601,872.937,945.866,844.237,114.295
61556,TraesCS5A02G153600,143.922,99.3439,126.441,208.358,112.309
61559,TraesCS5A02G153900,7.080063,22.4200000667761,10.76242,77.3173,0.0
61560,TraesCS5A02G154000,12.6111,15.3398,6.88027,12.8186,12.2003
61566,TraesCS5A02G154700,9.28378,16.2165,10.8691,16.2794,27.6546
61567,TraesCS5A02G154800,51.4756,34.7868,56.3107,97.2111,33.6013
61568,TraesCS5A02G154900,5.45714,7.544140238502999,1.87811,1.23792,0.0
61569,TraesCS5A02G155000,13.3375,20.2017,18.7852,14.8227,14.8556
61570,TraesCS5A02G155100,16.4977,53.5341,55.585,48.8132,17.4979
61571,TraesCS5A02G155200,35.1697,32.132,44.3099,50.9798,67.4893
61572,TraesCS5A02G155300,52.2156,80.3718,75.90675,82.54830000000001,43.25063
61573,TraesCS5A02G155400,15.3981,3.56557,0.0,1.60549,1.73198
61574,TraesCS5A02G155500,0.0,4.06071,1.46147,12.9484,2.01923
61575,TraesCS5A02G155600,51.3914,45.7614,81.1643,87.3476,59.0636
61577,TraesCS5A02G155900,243.976,187.896,307.307,123.365,261.23
61579,TraesCS5A02G156100,236.797,165.727,209.181,247.541,335.932
61580,TraesCS5A02G156200,120.943,213.23,215.57,205.973,96.6014
61581,TraesCS5A02G156300,1.41912,4.62477,17.3247,9.50031,4.68664
61582,TraesCS5A02G156400,6.1249,15.2421,20.959,36.1372136,7.85289
61583,TraesCS5A02G156500,45.3998,241.2565,292.9603,296.685,47.3272
61584,TraesCS5A02G156600,1.40882,2.44905,5.33157,2.28969,10.3048
61585,TraesCS5A02G156700,18.1115,15.0991,12.91,34.2266,18.75
61586,TraesCS5A02G156800,54.1748,62.8659,76.2547,72.4661,45.1137
61587,TraesCS5A02G156900,27.2523,28.2899,20.9571,31.5348,28.9549
61588,TraesCS5A02G157000,25.893,154.124,161.904,192.886,25.6862
61589,TraesCS5A02G157200,5.55687,8.29039,15.7033,18.5766,3.60448
61594,TraesCS5A02G157700,47.2817,24.2351,29.5122,34.1616,55.595
61596,TraesCS5A02G157900,100.89,59.9931,66.6219,65.0805,72.0562
61597,TraesCS5A02G158000,19.748,5.7476,8.68134,12.2095,2.2574
61604,TraesCS5A02G158800,3.80993,6.7205,6.9753582336,3.198853,0.0
61605,TraesCS5A02G158900,11.3271,41.2307,49.5992,47.9186,11.7112
61606,TraesCS5A02G159000,35.2553,113.2,135.665,141.548,42.3663
61607,TraesCS5A02G159100,25.6588,49.2385,47.6512,34.0258,12.1437
61608,TraesCS5A02G159200,4.5934,9.03588,5.26147,8.07121,6.7596
61609,TraesCS5A02G159300,39.851,38.867,30.5754,74.8324,40.93169
61610,TraesCS5A02G159400,12.4776,5.20376,3.48785,7.73359,0.0
61611,TraesCS5A02G159600,85.6457,59.9807,95.4312,156.093,52.04
61612,TraesCS5A02G159700,73.7409,99.2949,113.743,115.41,87.4136
61613,TraesCS5A02G159800,11.7619,23.7281,14.504,13.7931,13.498
61614,TraesCS5A02G159900,13.5482,0.0,6.0,6.0,3.0949
61616,TraesCS5A02G160100,84.4257,122.124,119.832,141.72,100.937
61617,TraesCS5A02G160200,10.0179,19.136,14.8023,6.68028,4.62093
61619,TraesCS5A02G160600,8.59968,19.6028,22.8572,15.4904,1.50065
61622,TraesCS5A02G160900,108.471,65.0071,57.3918,102.431,60.6666
61623,TraesCS5A02G161000,12.8728,2.0,1.28971,1.19767,5.78574
61624,TraesCS5A02G161100,8.12948,5.41406,5.92304,8.49702,5.929
61625,TraesCS5A02G161200,34.0752113,96.36484,89.6727,95.5246600259294,20.87429703
61626,TraesCS5A02G161300,28.848,28.06688,29.69122,58.5018,15.1125
61627,TraesCS5A02G161400,29.4917,22.9511,23.842,32.8841,32.9796
61628,TraesCS5A02G161500,52.457,56.9482,52.6071,38.1351,56.3944
61629,TraesCS5A02G161600,10.2876,49.3001,76.8038,74.1565,9.16351
61630,TraesCS5A02G161700,13.4221,8.2142,2.22612,7.46158,11.0716
61631,TraesCS5A02G161800,221.145,306.506,319.287,251.89,185.133
61632,TraesCS5A02G161900,12.78290128477,12.31034,18.87782,34.5497,9.90874
61633,TraesCS5A02G162000,44.426,52.3247,76.032,89.4024,61.2582
61634,TraesCS5A02G162100,117.091,105.935,129.966,123.119,124.382
61636,TraesCS5A02G162300,24.8259,28.4517,10.12142,23.571630000000003,13.96338
61637,TraesCS5A02G162400,51.0534,255.732,282.283,330.364,22.8061
61639,TraesCS5A02G162600,139.8425,220.7398963004,184.339548,177.690675,124.72181
61640,TraesCS5A02G162700,189.088,268.614,417.907,394.289,121.001
61641,TraesCS5A02G162800,58.42529,129.09210000000002,81.5509,102.593,60.0432
61642,TraesCS5A02G162900,12.2407,13.423,3.37912,31.7956,8.84794
61646,TraesCS5A02G163300,47.4212,19.5644,42.0903,80.402,19.0819
61647,TraesCS5A02G163400,21.2911,39.5265,39.7756,48.8095,26.279
61648,TraesCS5A02G163500,9.29135,6.06216,2.30607,13.1226,6.39976
61649,TraesCS5A02G163600,33.293711389,34.764809822900006,55.2262884,134.8884235943,33.147
61650,TraesCS5A02G163700,11.4781,6.95197,23.1751,27.6588,4.22944
61651,TraesCS5A02G163800,6.17058,3.19609,10.2509,5.74687,1.2248
61652,TraesCS5A02G163900,34.7982,13.5041,5.42522,23.9224,22.0164
61655,TraesCS5A02G164200,332.258,67.6579,75.7855,89.431,134.169
61656,TraesCS5A02G164300,9.6569,7.42798,10.7091,17.5148,8.38773
61657,TraesCS5A02G164400,76.2346,84.6617,86.29050000000001,160.071,75.0047
61659,TraesCS5A02G164600,162.353,68.8776,73.042,186.049,169.176
61660,TraesCS5A02G164700,47.6213,62.3482,56.7999,35.257,24.4464
61661,TraesCS5A02G164800,26.4,0.0,0.5,0.0,6.0
61662,TraesCS5A02G164900,8.86374,4.3055,4.0,11.39427,14.01721
61663,TraesCS5A02G165000,35.5277,28.8876,29.2359,23.6503,30.4802
61665,TraesCS5A02G165200,23.954,74.4215,69.262,53.6131,20.0846
61666,TraesCS5A02G165300,9.2733,1.1639,6.0,3.97104,10.0
61667,TraesCS5A02G165400,391.384,494.229,337.663,778.068,596.626
61669,TraesCS5A02G165600,22.6805,8.71176,9.181,16.2621,15.0754
61670,TraesCS5A02G165700,633.664,556.463,213.496,835.188,733.067
61671,TraesCS5A02G165800,217.408,105.359,89.5691,150.234,196.789
61672,TraesCS5A02G165900,23.67867,84.8015,42.34249,51.90156,20.59406
61673,TraesCS5A02G166000,69.75,64.4084,86.2475,137.593,42.6071
61675,TraesCS5A02G166200,13.184,16.60847,18.3182,32.5236,10.75256
61676,TraesCS5A02G166400,25.8324,18.8789,20.6135,81.992700221378,13.3332
61678,TraesCS5A02G166600,0.0,35.5924,48.4458,134.669,9.00318
61680,TraesCS5A02G166800,11.7347,84.9011,111.726,55.858,11.9823
61683,TraesCS5A02G167100,6.30309,0.0,0.938826,3.00893,7.5623
61684,TraesCS5A02G167200,75.3383,61.3525,66.2415,80.5384,102.959
61685,TraesCS5A02G167300,9.56103,55.0683,36.4199,37.8662,0.0
61687,TraesCS5A02G167500,34.489600022964005,632.9767099999999,499.8250000194085,676.473000486624,20.1459000129049
61690,TraesCS5A02G167800,36.6556,33.7206,36.5783,37.5801,46.6694
61693,TraesCS5A02G168100,410.333,382.087,438.071,606.676,329.231
61694,TraesCS5A02G168200,55.6378,19.4817,13.6657,24.2838,24.1253
61695,TraesCS5A02G168300,37.5569,83.8853,95.7443,91.461,34.8022
61696,TraesCS5A02G168400,258.9124,344.64700243609,302.054111801,407.912,198.3425
61697,TraesCS5A02G168500,209.211,396.875,485.69,491.42,147.421
61698,TraesCS5A02G168600,3.65304,40.1521,38.3761,42.5873,6.39727
61699,TraesCS5A02G168700,70.3983,69.8109,74.1394,65.5923,51.9366
61702,TraesCS5A02G169000,74.9071,1122.9,1341.86,1140.57,73.2668
61704,TraesCS5A02G169200,14.6742,6.2855,11.4762,6.27786,17.5443
61705,TraesCS5A02G169300,1.86403,4.52907,3.1652,6.17744,13.3854
61706,TraesCS5A02G169400,61.1359,120.012,88.1581,103.153,112.154
61707,TraesCS5A02G169500,12.7786,2.0,8.90423,3.54049,5.28565
61708,TraesCS5A02G169600,341.999,628.487,780.567,849.129,281.489
61712,TraesCS5A02G170000,78.3512,79.1454,73.8729,118.111,57.9954
61713,TraesCS5A02G170100,98.3397,104.87,155.834,131.791,124.852
61714,TraesCS5A02G170200,946.432,691.841,758.9843,891.636,1347.4
61715,TraesCS5A02G170300,372.128,359.791,320.731,342.578,683.781
61716,TraesCS5A02G170400,4.28905,10.5882,1.86727,16.1616,12.1885
61717,TraesCS5A02G170500,32.8843,24.7831,46.175,35.2466,20.6495
61718,TraesCS5A02G170600,135.2963140576,250.4901565046,223.75916522937,221.32783054545305,76.63499
61722,TraesCS5A02G171000,46.7214000241875,176.9717,143.35821305,119.7650103042,60.74386
61725,TraesCS5A02G171300,13.4665,22.7722,27.5606,32.9744,5.49289
61726,TraesCS5A02G171400,133.301,223.138,178.659,242.173,135.566
61727,TraesCS5A02G171500,12.622,9.41105,8.71335,9.471,0.0
61731,TraesCS5A02G171900,195.194,101.32,103.724,123.681,179.396
61732,TraesCS5A02G172000,11.9013,15.9933,37.5257634,31.838738856,3.41282
61738,TraesCS5A02G172600,41.8845,118.293,72.7983,94.458,47.3832
61739,TraesCS5A02G172700,27.5492,73.5285,97.3704,96.7922,44.4763
61742,TraesCS5A02G173000,39.9294,255.643,234.848,217.586,74.8247
61743,TraesCS5A02G173100,162.3666,201.0763,144.8249,186.0071,69.15859999999999
61745,TraesCS5A02G173300,15.7877,40.3566,42.5765,50.7843,39.0892
61746,TraesCS5A02G173400,8.24236,79.1391,26.2527,69.0328,49.2125
61749,TraesCS5A02G173700,0.0,3.49078,6.05907,6.1506,11.0023
61750,TraesCS5A02G173800,10.8278,13.3451,8.92081,18.3141,18.8386
61751,TraesCS5A02G173900,47.34787,94.2492,97.1471,107.19663,29.0278
61752,TraesCS5A02G174000,27.19174775,37.8187,54.6245,63.4354,24.2145
61753,TraesCS5A02G174100,243.308,226.358,237.958,118.227,110.65
61754,TraesCS5A02G174200,45.0715,45.4586,62.1636,27.0752,53.0466
61755,TraesCS5A02G174300,20.9251,23.7784,21.078,34.7396,17.3779
61756,TraesCS5A02G174400,60.1886,65.3086,140.077,159.292,35.5455
61759,TraesCS5A02G174800,8.51962,2.83139,12.8132,0.0,2.45782
61760,TraesCS5A02G174900,5.30644,17.4361,9.76629,18.5582,7.52662
61763,TraesCS5A02G175200,3.39937,4.60031,18.5898,15.7942,7.78207
61764,TraesCS5A02G175300,51.455813992,262.23458,199.5039126185,234.9310552236,37.8085131647194
61767,TraesCS5A02G175600,123.5760833337,191.26852355,197.1500325,199.216799,81.5944
61771,TraesCS5A02G176000,5.39422,22.0519,15.5202,18.1421,20.4557
61772,TraesCS5A02G176100,45.2468,135.317,117.706,154.488,26.8438
61774,TraesCS5A02G176300,7.74892,20.9452,12.5265,10.0431,5.6176
61775,TraesCS5A02G176400,24.1122,32.6422,58.2814,52.3724,35.0718
61777,TraesCS5A02G176600,46.215521917722,42.3401,46.642880000000005,41.25916,24.745
61778,TraesCS5A02G176700,15.5322,3.32941,1.41305,10.8542,18.8596
61779,TraesCS5A02G176800,51.8014,35.3017,40.1354,29.1702,55.6525
61780,TraesCS5A02G176900,7.6,0.0,3.0,11.8397,3.2
61782,TraesCS5A02G177100,12.5965,9.4985,4.66204,9.60275,1.72959
61784,TraesCS5A02G177300,5.07415,10.0738,6.7951,11.5743,4.54549
61785,TraesCS5A02G177400,59.11896933,67.91630036342201,160.2691037102,119.8826627,12.7219
61786,TraesCS5A02G177500,7.66764,2.5867,12.0852,20.2497,0.0
61787,TraesCS5A02G177600,6.05447,6.78829,9.07865,8.88755,9.2007
61789,TraesCS5A02G177800,65.1895,112.509,115.169,89.8862,83.3576
61790,TraesCS5A02G177900,268.85145,222.7093,283.1299,281.97659,290.8362
61792,TraesCS5A02G178100,232.266,260.76,275.088,356.365,276.357
61793,TraesCS5A02G178200,28.467,16.062068,28.74396,35.79832,6.48766
61794,TraesCS5A02G178300,72.939,64.5364,43.4188,38.7833,58.917
61795,TraesCS5A02G178400,66.8586,128.387,56.3704,108.379,63.4209
61796,TraesCS5A02G178500,52.9927,38.7557,31.9712,50.393,47.7945
61797,TraesCS5A02G178600,56.1781,53.92,80.1837,86.9867,66.9304
61798,TraesCS5A02G178700,9.20426,8.0,4.0,3.0,8.90854
61799,TraesCS5A02G178800,9.46851,21.7538,23.4403,45.9286,13.4013
61800,TraesCS5A02G178900,13.81357,21.991094,27.381,38.5485,20.3474
61801,TraesCS5A02G179000,4.36806,14.5915,21.449,17.7839,12.7135
61804,TraesCS5A02G179300,7.0666,5.0,4.79653,8.17355,10.8126
61805,TraesCS5A02G179400,77.911012,228.898968,220.570677166,241.6356174949396,75.819
61806,TraesCS5A02G179500,3.0,24.1594,53.0018,46.4116,2.21528
61807,TraesCS5A02G179600,118.579,203.271,262.592,280.064,109.339
61810,TraesCS5A02G179900,20.9382,36.6783,49.48053,77.1726,18.7014
61813,TraesCS5A02G180200,209.746,135.334,152.497,242.75,244.301
61814,TraesCS5A02G180300,110.82,42.8965,46.828950000000006,117.90199,124.711
61815,TraesCS5A02G180400,7.96936,20.07035,12.8189,12.1648,21.6878
61817,TraesCS5A02G180600,18.5088,19.0582,10.9336,26.2782,13.9478
61819,TraesCS5A02G180800,11.5073,15.0829,9.05963,12.36,8.51361
61820,TraesCS5A02G180900,9.0,10.0,8.0,6.0,7.0
61821,TraesCS5A02G181000,51.2465,19.8956,5.72708,14.318,37.5249
61826,TraesCS5A02G181500,41.0811,22.9768,29.68473,31.8958,33.25444
61828,TraesCS5A02G181700,79.6196,55.3272,73.3873,105.179,85.4654
61829,TraesCS5A02G181800,750.733,738.34,1107.24,923.706,425.437
61830,TraesCS5A02G181900,19.15895,23.0169,23.2997,26.29307,12.9197
61831,TraesCS5A02G182000,0.0,1.31901,9.69686,5.09139,2.99027
61832,TraesCS5A02G182200,33.2838,94.4677,121.259,51.4891,43.1903
61833,TraesCS5A02G182300,16.674216284,11.6319865997,2.4694622194299995,37.6059,15.24997
61834,TraesCS5A02G182400,29.2506,6.8074,12.4011,39.6493,21.0937
61836,TraesCS5A02G182600,109.071,76.9371,91.2555,152.267,124.818
61837,TraesCS5A02G182700,13.6089,0.0,2.144,5.43824,14.3874
61838,TraesCS5A02G182800,321.586,298.449,376.548,425.026,332.151
61840,TraesCS5A02G183100,31.1542,19.129,19.9713,50.1631,32.1906
61841,TraesCS5A02G183200,20.3153,32.2079,46.6794,79.3107,15.8066
61842,TraesCS5A02G183300,0.0,3.98767,6.5795,44.3938,3.94747
61845,TraesCS5A02G183600,16.7816,4.25361,9.77002,27.4001,15.792
61849,TraesCS5A02G184000,23.2945,13.9896,12.4618,46.0985,39.1458
61850,TraesCS5A02G184100,69.9839,54.4181,85.9191,79.5819,88.1374
61853,TraesCS5A02G184400,46.8533,36.4796,52.1753,45.7656,42.1642
61854,TraesCS5A02G184500,95.9548,86.9837,59.8979,119.2394,100.9664
61856,TraesCS5A02G184700,4.61805,4.22362,11.4178,9.10196,4.0
61857,TraesCS5A02G184800,0.0,4.16174,3.2748,15.9243,1.63401
61858,TraesCS5A02G184900,10.8603,49.9942,21.8649,49.2496,5.33307
61859,TraesCS5A02G185000,9.80346,20.5987,13.8752,17.7234,12.9645
61863,TraesCS5A02G185400,12.2421,3.92234,6.50395,8.47407,9.00768
61864,TraesCS5A02G185500,1.9801,0.896558,35.4541,72.7117,0.0
61865,TraesCS5A02G185600,2.0,6.58262,1.34797,10.2704,0.0
61866,TraesCS5A02G185700,4.0,7.0,8.61231,32.8162,2.0
61867,TraesCS5A02G185800,21.7252,34.5806,51.767,43.1635,24.2705
61868,TraesCS5A02G185900,8.60371,13.2319,21.0031,2.0,6.0
61869,TraesCS5A02G186000,18.2495,11.8074,13.5022,27.4811,12.506
61870,TraesCS5A02G186100,4.29602,2.14176,6.48349,5.73522,3.20808
61871,TraesCS5A02G186200,49.9243,64.043,102.547,38.9727,46.0572
61872,TraesCS5A02G186300,249.689,199.393,267.341,238.169,190.311
61873,TraesCS5A02G186400,36.8061,23.1844,19.3912,50.8128,70.5331
61874,TraesCS5A02G186500,8.479109999999999,18.33783,26.05531,29.02525,5.97247
61875,TraesCS5A02G186600,14.8607,5.58608,8.8674,10.8606,7.24271
61876,TraesCS5A02G186700,64.8973,60.7087,73.6267,109.8283,78.28229999999999
61877,TraesCS5A02G186800,355.583,1242.47,2055.45,1142.820000197842,281.00547603
61879,TraesCS5A02G187000,144.3419072,200.7406567,163.59384849,156.57673640000002,79.4479479
61881,TraesCS5A02G187200,50.1572,19.8872,13.4565,30.0806,50.4747
61882,TraesCS5A02G187300,5.60042,4.55589,2.11761,10.1013,2.63366
61884,TraesCS5A02G187500,9.73841,3.77896,1.0,3.0,12.2576
61885,TraesCS5A02G187600,43.8421,20.36,35.3716,25.8235,25.4689
61886,TraesCS5A02G187700,6.7987,7.04474,7.0,6.90558,4.58887
61888,TraesCS5A02G187900,25.2022,9.11407,9.4482,15.4134,25.6242
61889,TraesCS5A02G188000,26.4638,9.5281,25.6591,23.2944,29.405
61890,TraesCS5A02G188100,6.30552,46.6553,88.2838,74.15,28.6894
61893,TraesCS5A02G188400,9.53389,5.42784,13.3134,29.3604,13.4236
61894,TraesCS5A02G188500,64.4808,41.114227500000005,47.3834311,65.7962000608603,52.151200120318
61895,TraesCS5A02G188600,31.6973,75.1995,60.6171,93.5316,42.8558
61896,TraesCS5A02G188700,46.8475,33.9645,24.2054,64.0762,39.8477
61897,TraesCS5A02G188800,22.1804,46.4104044,36.8115696,63.1597,20.1046226
61898,TraesCS5A02G188900,79.5349,28.9435,17.5219,13.3227,25.6701
61899,TraesCS5A02G189000,98.1572,155.378,193.447,111.695,57.199
61900,TraesCS5A02G189100,22.6629,32.4427,72.5281,51.2854,15.0203
61901,TraesCS5A02G189200,140.256,134.869,178.868,130.2,106.691
61904,TraesCS5A02G189500,3.5819,6.0,2.21482,18.8305,5.70574
61905,TraesCS5A02G189600,55.3788,152.883,142.493,111.864,21.4917
61906,TraesCS5A02G189700,19.9558,6.24518,13.0682,10.2028,26.9527
61907,TraesCS5A02G189800,125.162,68.4206,79.2968,98.0699122312,211.2125
61908,TraesCS5A02G189900,0.0,14.6901,6.02506,1.76524,3.06779
61909,TraesCS5A02G190000,57.1,40.0428,17.7861,22.0114,22.8986
61910,TraesCS5A02G190100,10.7975,0.0,2.60688,8.31287,2.0
61913,TraesCS5A02G190400,6.40705,14.0091,7.95072,11.4297,7.24948
61915,TraesCS5A02G190600,4.99999883,8.168783900000001,6.85267028,16.0727358,7.338013099999999
61919,TraesCS5A02G191000,27.6573,29.1888,26.757,32.0227,31.1532
61920,TraesCS5A02G191100,6.1737,9.237217,9.54610918,6.86552189,2.11397973
61922,TraesCS5A02G191300,28.8659,13.359,4.90891,21.9219,25.9055
61924,TraesCS5A02G191500,3.61175,11.717,7.97901,4.92684,0.0
61925,TraesCS5A02G191600,11.2143,10.0471,4.42686,2.50996,12.9263
61926,TraesCS5A02G191700,103.445,13.1897,19.8164,24.3372,41.2746
61927,TraesCS5A02G191800,3.89715,0.0,4.03664,7.0341,4.18991
61929,TraesCS5A02G192000,13.4565,28.0202,10.9732,20.8152,5.39999
61930,TraesCS5A02G192100,1.0,12.3594,20.5361,17.1367,3.07763
61932,TraesCS5A02G192300,26.6815,23.5685,15.6901,63.9939,17.1268
61933,TraesCS5A02G192400,8.31276,13.1002,5.28712,10.3921,9.58736
