gene,SRR1222460,SRR1222455,SRR1222450,SRR1222448,SRR1222456
TraesCS2A02G101100,3.0,2.321928094887362,2.584962500721156,2.321928094887362,3.0
TraesCS6D02G268100,3.4594316186372973,3.169925001442312,3.4594316186372973,2.321928094887362,4.459431618637297
TraesCS7A02G409800,4.700439718141092,5.930737337562887,5.857980995127572,6.20945336562895,5.832890014164741
TraesCS7A02G409800,4.584962500721156,5.832890014164741,5.754887502163468,6.108524456778169,5.727920454563199
TraesCS7A02G409800,4.584962500721156,5.807354922057604,5.727920454563199,6.087462841250339,5.700439718141092
TraesCS7A02G409800,4.584962500721156,5.857980995127572,5.78135971352466,6.129283016944966,5.754887502163468
TraesCS4B02G079200,6.044394119358453,6.584962500721156,6.6865005271832185,6.475733430966398,5.643856189774724
TraesCS2B02G341600,5.523561956057013,6.339850002884624,6.491853096329675,7.727920454563199,7.022367813028454
TraesCS2B02G341600,5.523561956057013,6.321928094887363,6.475733430966398,7.714245517666122,7.011227255423254
TraesCS7A02G191100,2.0,2.321928094887362,2.584962500721156,3.321928094887362,3.169925001442312
TraesCS5D02G410900,2.807354922057604,2.0,3.169925001442312,2.0,2.321928094887362
TraesCS3D02G166400,3.321928094887362,3.807354922057604,3.807354922057604,3.807354922057604,3.169925001442312
TraesCS7A02G324900,2.0,2.807354922057604,2.584962500721156,3.4594316186372973,3.584962500721156
TraesCS2A02G323700,7.266786540694901,6.539158811108031,6.149747119504682,6.906890595608519,7.348728154231077
TraesCS1A02G133800,2.584962500721156,3.584962500721156,4.169925001442312,3.4594316186372973,2.584962500721156
TraesCS1A02G133800,2.584962500721156,3.584962500721156,4.169925001442312,3.4594316186372973,2.584962500721156
TraesCS1A02G133800,2.584962500721156,3.584962500721156,4.169925001442312,3.4594316186372973,2.584962500721156
TraesCS1A02G133800,2.584962500721156,3.807354922057604,4.392317422778761,3.584962500721156,2.584962500721156
TraesCS2B02G069000,1.0,1.584962500721156,2.321928094887362,2.807354922057604,1.0
TraesCS2B02G069000,1.584962500721156,2.0,2.584962500721156,3.169925001442312,1.0
TraesCS1B02G318800,4.321928094887363,4.169925001442312,4.392317422778761,4.523561956057013,4.169925001442312
TraesCS1B02G318800,4.643856189774724,4.523561956057013,4.754887502163468,4.906890595608519,4.523561956057013
TraesCS1B02G318800,4.321928094887363,4.169925001442312,4.392317422778761,4.523561956057013,4.169925001442312
TraesCS3A02G528700,4.584962500721156,4.584962500721156,4.169925001442312,4.584962500721156,4.700439718141092
TraesCS6D02G130000,4.0,3.4594316186372973,3.4594316186372973,3.700439718141092,3.584962500721156
TraesCS1B02G308900,2.584962500721156,3.807354922057604,5.169925001442312,5.523561956057013,3.584962500721156
TraesCS1B02G308900,2.584962500721156,3.807354922057604,5.169925001442312,5.523561956057013,3.584962500721156
TraesCS6D02G304200,1.0,2.321928094887362,2.584962500721156,2.321928094887362,1.584962500721156
TraesCS6D02G304200,1.0,2.321928094887362,2.584962500721156,2.321928094887362,1.584962500721156
TraesCS6D02G304200,1.0,2.321928094887362,2.584962500721156,2.321928094887362,1.584962500721156
TraesCS6A02G067100,6.965784284662087,5.392317422778761,5.523561956057013,5.20945336562895,6.426264754702098
TraesCS6B02G243200,3.169925001442312,2.807354922057604,2.807354922057604,3.4594316186372973,3.0
TraesCS1D02G083600,5.129283016944966,5.554588851677638,5.930737337562887,6.554588851677638,5.426264754702098
TraesCS7A02G308700,4.954196310386875,3.4594316186372973,3.807354922057604,4.247927513443585,5.285402218862249
TraesCS5A02G541800,2.0,2.807354922057604,3.4594316186372973,3.321928094887362,3.9068905956085187
TraesCS1A02G427100,4.169925001442312,5.0,4.643856189774724,4.459431618637297,4.459431618637297
TraesCS3D02G244100,3.321928094887362,3.807354922057604,1.584962500721156,3.4594316186372973,3.9068905956085187
TraesCS2D02G347700,4.087462841250339,3.321928094887362,3.0,3.700439718141092,4.087462841250339
TraesCS3D02G514900,5.044394119358453,5.129283016944966,5.0,6.409390936137702,5.554588851677638
TraesCS3D02G514900,5.0,5.087462841250339,5.0,6.392317422778761,5.554588851677638
TraesCS1A02G291700,5.832890014164741,5.78135971352466,6.3750394313469245,6.108524456778169,7.348728154231077
TraesCS5D02G321900,3.807354922057604,4.321928094887363,3.700439718141092,4.459431618637297,4.087462841250339
TraesCS2A02G512400,4.584962500721156,4.0,3.9068905956085187,4.754887502163468,5.20945336562895
TraesCS6D02G250600,2.584962500721156,2.0,2.807354922057604,2.584962500721156,3.169925001442312
TraesCS6D02G398100,3.321928094887362,3.169925001442312,3.321928094887362,3.0,2.584962500721156
TraesCS7A02G182100,5.169925001442312,4.459431618637297,5.087462841250339,5.426264754702098,5.882643049361842
TraesCS5A02G527600,3.169925001442312,2.807354922057604,2.0,3.4594316186372973,2.0
TraesCS1A02G323200,6.569855608330948,6.768184324776926,7.159871336778389,6.807354922057604,6.584962500721156
TraesCS3B02G107800,3.0,1.584962500721156,2.321928094887362,3.4594316186372973,3.169925001442312
TraesCS6B02G343700,2.584962500721156,3.0,2.807354922057604,2.584962500721156,2.584962500721156
TraesCS5A02G131400,4.169925001442312,4.087462841250339,3.807354922057604,4.459431618637297,3.584962500721156
TraesCS5A02G131400,4.247927513443585,4.247927513443585,3.9068905956085187,4.584962500721156,3.700439718141092
TraesCS5A02G184000,4.087462841250339,3.169925001442312,3.0,4.643856189774724,4.643856189774724
TraesCS3D02G082700,1.0,3.0,3.169925001442312,2.0,1.584962500721156
TraesCS3D02G082700,1.0,3.0,3.169925001442312,2.0,1.584962500721156
TraesCS3D02G082700,1.0,3.0,3.169925001442312,2.0,1.584962500721156
TraesCS3A02G266200,3.9068905956085187,4.321928094887363,4.523561956057013,4.643856189774724,4.247927513443585
TraesCS3A02G266200,3.807354922057604,4.321928094887363,4.523561956057013,4.643856189774724,4.247927513443585
TraesCS2B02G257600,3.584962500721156,5.727920454563199,5.672425341971495,5.426264754702098,3.321928094887362
TraesCS2B02G257600,3.584962500721156,5.727920454563199,5.672425341971495,5.426264754702098,3.321928094887362
TraesCS2B02G257600,3.0,5.087462841250339,5.044394119358453,4.807354922057604,2.807354922057604
TraesCS7B02G394800,4.321928094887363,4.954196310386875,5.643856189774724,5.807354922057604,6.22881869049588
TraesCS6B02G218700,4.754887502163468,4.643856189774724,4.584962500721156,4.459431618637297,4.247927513443585
TraesCS1A02G399600,5.523561956057013,4.584962500721156,4.247927513443585,5.087462841250339,5.392317422778761
TraesCS3B02G375000,5.357552004618084,6.0,5.392317422778761,5.727920454563199,5.044394119358453
TraesCS7B02G165800,3.9068905956085187,3.584962500721156,3.169925001442312,3.4594316186372973,3.0
TraesCS6B02G432500,4.169925001442312,4.169925001442312,4.459431618637297,3.584962500721156,3.700439718141092
TraesCS2B02G362800,3.321928094887362,2.321928094887362,2.584962500721156,2.0,2.321928094887362
TraesCS7A02G175900,3.0,4.0,4.321928094887363,5.169925001442312,2.584962500721156
TraesCS1D02G287800,7.087462841250339,7.700439718141092,7.768184324776926,7.499845887083206,7.876516946564999
TraesCS4B02G263100,4.169925001442312,4.754887502163468,4.584962500721156,4.954196310386875,2.807354922057604
TraesCS3D02G417400,5.129283016944966,5.930737337562887,5.643856189774724,5.554588851677638,5.78135971352466
TraesCS1B02G288000,3.321928094887362,3.4594316186372973,2.807354922057604,3.169925001442312,2.807354922057604
TraesCS1B02G288000,3.321928094887362,3.4594316186372973,3.0,3.169925001442312,2.807354922057604
TraesCS1B02G288000,3.4594316186372973,3.584962500721156,3.0,3.321928094887362,2.807354922057604
TraesCS2D02G291100,2.807354922057604,3.321928094887362,3.584962500721156,4.321928094887363,3.169925001442312
TraesCS2D02G291100,2.584962500721156,3.169925001442312,3.321928094887362,4.087462841250339,3.0
TraesCS3D02G384100,9.328674927327947,8.710806433699352,8.243173983472952,7.622051819456376,9.174925682500678
TraesCS3D02G384100,9.35974956032233,8.741466986401146,8.271463027904375,7.651051691178929,9.207014320177532
TraesCS2B02G307200,6.066089190457772,2.0,3.0,5.584962500721156,4.169925001442312
TraesCS2B02G176900,2.321928094887362,1.584962500721156,1.584962500721156,1.584962500721156,3.169925001442312
TraesCS4A02G292600,2.0,0.0,1.0,1.584962500721156,1.584962500721156
TraesCS1D02G147200,2.0,2.0,1.584962500721156,1.0,2.321928094887362
TraesCS3D02G363800,5.426264754702098,4.459431618637297,5.0,4.0,5.247927513443585
TraesCS2A02G140600,4.857980995127572,4.643856189774724,4.169925001442312,3.807354922057604,4.700439718141092
TraesCS4A02G110900,6.392317422778761,5.754887502163468,5.882643049361842,6.087462841250339,5.426264754702098
TraesCS4A02G110900,6.3750394313469245,5.727920454563199,5.857980995127572,6.066089190457772,5.392317422778761
TraesCS4A02G127500,5.832890014164741,5.129283016944966,4.906890595608519,5.614709844115208,5.491853096329675
TraesCS5B02G167400,4.643856189774724,5.426264754702098,5.672425341971495,5.247927513443585,4.0
TraesCS5B02G167400,4.392317422778761,5.169925001442312,5.426264754702098,5.0,3.807354922057604
TraesCS5B02G167400,4.392317422778761,5.169925001442312,5.426264754702098,4.954196310386875,3.807354922057604
TraesCS5B02G167400,4.459431618637297,5.247927513443585,5.491853096329675,5.044394119358453,3.807354922057604
TraesCS5B02G167400,4.459431618637297,5.285402218862249,5.523561956057013,5.087462841250339,3.807354922057604
TraesCS5B02G167400,4.459431618637297,5.20945336562895,5.459431618637297,5.044394119358453,3.807354922057604
TraesCS3B02G359200,5.643856189774724,5.491853096329675,5.554588851677638,6.087462841250339,5.357552004618084
TraesCS3B02G359200,5.643856189774724,5.491853096329675,5.554588851677638,6.087462841250339,5.357552004618084
TraesCS1D02G400300,4.169925001442312,2.0,2.0,3.584962500721156,3.807354922057604
TraesCS6D02G393500,5.614709844115208,4.857980995127572,4.0,4.247927513443585,5.044394119358453
TraesCS1B02G177400,3.700439718141092,4.247927513443585,4.321928094887363,4.700439718141092,3.321928094887362
TraesCS1B02G177400,3.700439718141092,4.247927513443585,4.247927513443585,4.643856189774724,3.321928094887362
TraesCS1B02G177400,3.807354922057604,4.247927513443585,4.321928094887363,4.700439718141092,3.321928094887362
TraesCS6A02G173700,6.247927513443585,6.0,6.569855608330948,6.409390936137702,6.339850002884624
TraesCS2A02G172100,4.247927513443585,4.584962500721156,4.857980995127572,4.169925001442312,4.247927513443585
TraesCS2A02G172100,4.247927513443585,4.584962500721156,4.857980995127572,4.169925001442312,4.247927513443585
TraesCS2A02G076900,6.149747119504682,5.727920454563199,6.22881869049588,6.129283016944966,6.392317422778761
TraesCS2A02G166600,3.321928094887362,2.807354922057604,3.9068905956085187,4.087462841250339,3.0
TraesCS2A02G166600,3.169925001442312,2.807354922057604,3.807354922057604,4.0,2.807354922057604
TraesCS2D02G201000,3.584962500721156,3.321928094887362,2.807354922057604,3.807354922057604,3.4594316186372973
TraesCS4D02G285100,2.584962500721156,2.0,3.4594316186372973,3.169925001442312,2.321928094887362
TraesCS7D02G450100,4.392317422778761,4.392317422778761,4.169925001442312,3.9068905956085187,3.700439718141092
TraesCS6A02G134400,3.0,2.321928094887362,2.0,2.807354922057604,3.0
TraesCS3D02G206400,6.087462841250339,5.554588851677638,5.754887502163468,6.930737337562887,5.882643049361842
TraesCS3D02G206400,5.882643049361842,5.357552004618084,5.554588851677638,6.727920454563199,5.700439718141092
TraesCS6D02G180500,1.584962500721156,2.0,3.700439718141092,3.4594316186372973,1.0
TraesCS5B02G146500,2.321928094887362,4.0,3.9068905956085187,3.321928094887362,1.584962500721156
TraesCS4D02G119700,6.149747119504682,4.459431618637297,4.643856189774724,3.807354922057604,6.0
TraesCS7B02G354000,7.693486957499325,6.189824558880018,6.643856189774724,7.189824558880018,7.108524456778169
TraesCS7B02G354000,8.108524456778168,6.599912842187128,7.05528243550119,7.60733031374961,7.531381460516312
TraesCS3B02G302700,5.169925001442312,4.392317422778761,4.700439718141092,4.392317422778761,4.700439718141092
TraesCS5A02G370800,2.807354922057604,2.807354922057604,2.807354922057604,2.807354922057604,2.584962500721156
TraesCS5D02G056800,3.807354922057604,4.807354922057604,4.700439718141092,4.857980995127572,5.754887502163468
TraesCS4D02G203700,2.321928094887362,3.0,4.087462841250339,4.643856189774724,2.584962500721156
TraesCS4D02G203700,2.584962500721156,3.169925001442312,4.247927513443585,4.807354922057604,2.584962500721156
TraesCS1B02G151700,5.459431618637297,5.321928094887363,5.614709844115208,4.954196310386875,5.523561956057013
TraesCS6A02G011700,5.584962500721156,4.700439718141092,4.954196310386875,5.044394119358453,5.087462841250339
TraesCS6A02G011700,5.672425341971495,4.754887502163468,5.044394119358453,5.129283016944966,5.169925001442312
TraesCS6D02G358500,1.584962500721156,2.584962500721156,2.807354922057604,3.321928094887362,1.584962500721156
TraesCS1B02G100800,6.714245517666122,5.491853096329675,5.247927513443585,5.554588851677638,6.266786540694901
TraesCS3B02G373500,4.247927513443585,3.4594316186372973,4.087462841250339,4.643856189774724,3.321928094887362
TraesCS1B02G428800,3.807354922057604,3.169925001442312,3.807354922057604,4.321928094887363,2.321928094887362
TraesCS2D02G369700,3.321928094887362,2.807354922057604,3.0,3.169925001442312,2.807354922057604
TraesCS2D02G369700,3.584962500721156,3.169925001442312,3.169925001442312,3.4594316186372973,3.0
TraesCS2D02G369700,3.321928094887362,3.0,3.0,3.169925001442312,2.807354922057604
TraesCS5B02G025200,4.392317422778761,4.954196310386875,4.754887502163468,4.459431618637297,4.087462841250339
TraesCS3B02G011800,2.321928094887362,2.0,1.584962500721156,3.169925001442312,1.0
TraesCS3B02G011800,2.321928094887362,2.0,1.584962500721156,3.169925001442312,1.0
TraesCS3B02G011800,2.321928094887362,2.0,1.584962500721156,3.169925001442312,1.0
TraesCS1A02G192200,6.954196310386875,5.807354922057604,5.700439718141092,6.266786540694901,6.714245517666122
TraesCS1A02G192200,7.392317422778761,6.247927513443585,6.129283016944966,6.700439718141092,7.149747119504682
TraesCS5D02G172400,4.247927513443585,1.584962500721156,2.321928094887362,2.321928094887362,3.4594316186372973
TraesCS2A02G368200,0.0,1.584962500721156,2.0,2.0,1.0
TraesCS4A02G457600,1.584962500721156,2.321928094887362,2.807354922057604,2.584962500721156,1.0
TraesCS4A02G457600,1.584962500721156,2.321928094887362,2.807354922057604,2.584962500721156,1.0
TraesCS4A02G457600,1.584962500721156,2.584962500721156,3.0,2.807354922057604,1.0
TraesCS2D02G394900,3.4594316186372973,4.643856189774724,4.087462841250339,4.0,2.584962500721156
TraesCS2B02G451900,2.807354922057604,2.584962500721156,1.584962500721156,3.169925001442312,2.0
TraesCS3D02G485000,4.459431618637297,3.321928094887362,3.169925001442312,4.906890595608519,3.9068905956085187
TraesCS3D02G485000,4.459431618637297,3.4594316186372973,3.321928094887362,4.906890595608519,3.9068905956085187
TraesCS4A02G435000,3.169925001442312,3.4594316186372973,4.0,3.0,3.700439718141092
TraesCS2B02G339700,4.954196310386875,5.727920454563199,6.066089190457772,6.0,4.700439718141092
TraesCS2B02G339700,4.906890595608519,5.700439718141092,6.044394119358453,5.977279923499917,4.700439718141092
TraesCS7D02G028000,2.321928094887362,3.700439718141092,4.087462841250339,3.584962500721156,2.321928094887362
TraesCS7D02G028000,2.321928094887362,3.807354922057604,4.169925001442312,3.700439718141092,2.584962500721156
TraesCS2D02G170700,5.882643049361842,5.392317422778761,5.426264754702098,5.643856189774724,5.321928094887363
TraesCS2D02G170700,5.285402218862249,4.807354922057604,4.857980995127572,5.044394119358453,4.754887502163468
TraesCS1D02G127200,2.807354922057604,3.321928094887362,4.392317422778761,4.807354922057604,3.169925001442312
TraesCS1D02G127200,2.807354922057604,3.321928094887362,4.459431618637297,4.857980995127572,3.169925001442312
TraesCS2D02G335600,1.584962500721156,1.584962500721156,2.0,2.584962500721156,1.584962500721156
TraesCS2D02G335600,2.0,1.584962500721156,2.321928094887362,2.807354922057604,1.584962500721156
TraesCS4B02G248200,3.321928094887362,5.491853096329675,5.614709844115208,5.643856189774724,2.584962500721156
TraesCS4B02G248200,2.807354922057604,5.0,5.087462841250339,5.129283016944966,2.0
TraesCS2B02G554300,1.0,2.807354922057604,2.807354922057604,2.321928094887362,1.584962500721156
TraesCS5D02G270100,3.321928094887362,3.321928094887362,2.321928094887362,3.0,3.4594316186372973
TraesCS5D02G379500,4.0,4.169925001442312,3.807354922057604,4.087462841250339,4.321928094887363
TraesCS2B02G378300,3.4594316186372973,3.0,4.087462841250339,4.523561956057013,3.807354922057604
TraesCS2B02G378300,3.0,2.584962500721156,3.700439718141092,4.087462841250339,3.4594316186372973
TraesCS2B02G378300,4.0,3.584962500721156,4.700439718141092,5.129283016944966,4.459431618637297
TraesCS6A02G279600,4.754887502163468,4.247927513443585,4.700439718141092,4.857980995127572,4.523561956057013
TraesCS4A02G356200,8.060695931687555,6.820178962415188,7.108524456778169,7.022367813028454,8.108524456778168
TraesCS4A02G356200,8.060695931687555,6.820178962415188,7.108524456778169,7.022367813028454,8.108524456778168
TraesCS6A02G274400,7.066089190457772,5.754887502163468,5.523561956057013,5.672425341971495,6.523561956057013
TraesCS4D02G039500,5.285402218862249,5.491853096329675,5.614709844115208,5.700439718141092,4.807354922057604
TraesCS4D02G039500,4.954196310386875,5.169925001442312,5.321928094887363,5.392317422778761,4.459431618637297
