gene,SRR1222460,SRR1222455,SRR1222450,SRR1222448,SRR1222456
TraesCS1A02G084500,3.700439718141092,2.807354922057604,2.0,3.584962500721156,3.4594316186372973
TraesCS4B02G046500,5.044394119358453,4.643856189774724,4.169925001442312,4.247927513443585,4.247927513443585
TraesCS7A02G172600,3.584962500721156,3.321928094887362,3.169925001442312,3.4594316186372973,4.459431618637297
TraesCS4D02G147900,3.0,4.392317422778761,4.584962500721156,4.0,2.321928094887362
TraesCS4D02G147900,3.0,4.321928094887363,4.523561956057013,4.0,2.321928094887362
TraesCS1B02G221600,3.807354922057604,2.584962500721156,4.169925001442312,3.169925001442312,4.459431618637297
TraesCS6A02G178700,8.266786540694902,7.636624620543649,7.539158811108031,7.98299357469431,7.787902559391432
TraesCS6A02G178700,8.266786540694902,7.636624620543649,7.539158811108031,7.98299357469431,7.787902559391432
TraesCS3A02G236900,4.247927513443585,3.807354922057604,5.0,4.857980995127572,3.700439718141092
TraesCS3A02G236900,4.807354922057604,4.247927513443585,5.523561956057013,5.392317422778761,4.169925001442312
TraesCS2D02G113700,3.169925001442312,3.169925001442312,3.321928094887362,3.700439718141092,3.4594316186372973
TraesCS7A02G459700,3.807354922057604,2.807354922057604,3.0,3.4594316186372973,4.392317422778761
TraesCS2D02G469200,3.321928094887362,2.321928094887362,3.4594316186372973,3.0,2.0
TraesCS4A02G396800,3.807354922057604,4.0,4.087462841250339,3.584962500721156,4.321928094887363
TraesCS4A02G396800,3.700439718141092,4.0,4.0,3.584962500721156,4.321928094887363
TraesCS3D02G296000,3.807354922057604,3.700439718141092,4.0,3.584962500721156,3.584962500721156
TraesCS6B02G103600,3.0,3.0,4.0,2.807354922057604,3.169925001442312
TraesCS5A02G204100,1.584962500721156,2.584962500721156,2.321928094887362,2.584962500721156,1.0
TraesCS5A02G204100,1.584962500721156,2.584962500721156,2.321928094887362,2.584962500721156,1.0
TraesCS5A02G204100,1.584962500721156,2.584962500721156,2.321928094887362,2.584962500721156,1.0
TraesCS5A02G204100,1.584962500721156,2.584962500721156,2.321928094887362,2.584962500721156,1.0
TraesCS7B02G226800,2.321928094887362,1.584962500721156,2.807354922057604,3.4594316186372973,2.321928094887362
TraesCS5B02G271400,3.0,3.9068905956085187,3.0,3.807354922057604,3.0
TraesCS5B02G271400,3.169925001442312,4.087462841250339,3.169925001442312,3.9068905956085187,3.169925001442312
TraesCS5B02G271400,3.169925001442312,3.9068905956085187,3.0,3.807354922057604,3.169925001442312
TraesCS5B02G271400,3.0,3.9068905956085187,3.0,3.807354922057604,3.0
TraesCS6D02G235600,3.0,2.807354922057604,2.0,2.807354922057604,3.321928094887362
TraesCS2B02G364500,4.906890595608519,3.4594316186372973,3.700439718141092,4.0,4.169925001442312
TraesCS2B02G364500,4.906890595608519,3.4594316186372973,3.700439718141092,4.0,4.169925001442312
TraesCS2A02G177100,4.954196310386875,5.584962500721156,5.087462841250339,5.426264754702098,4.643856189774724
TraesCS6A02G152700,2.807354922057604,5.357552004618084,5.321928094887363,4.807354922057604,3.9068905956085187
TraesCS6A02G152700,3.169925001442312,5.614709844115208,5.554588851677638,5.044394119358453,4.087462841250339
TraesCS6A02G152700,3.0,5.554588851677638,5.491853096329675,4.954196310386875,4.0
TraesCS6A02G152700,3.4594316186372973,5.954196310386875,5.906890595608519,5.357552004618084,4.459431618637297
TraesCS5A02G522500,5.614709844115208,4.392317422778761,3.4594316186372973,4.584962500721156,5.426264754702098
TraesCS1A02G219700,8.727920454563199,7.948367231584678,7.954196310386875,7.022367813028454,8.46352437327118
TraesCS6A02G133100,4.087462841250339,2.321928094887362,2.0,2.321928094887362,2.584962500721156
TraesCS5A02G504100,3.169925001442312,4.247927513443585,3.4594316186372973,4.643856189774724,2.807354922057604
TraesCS7B02G149900,3.4594316186372973,4.0,4.584962500721156,4.807354922057604,3.4594316186372973
TraesCS7B02G149900,3.4594316186372973,4.0,4.584962500721156,4.807354922057604,3.4594316186372973
TraesCS5D02G180800,4.700439718141092,4.954196310386875,5.0,5.523561956057013,4.169925001442312
TraesCS6D02G017900,5.087462841250339,4.700439718141092,5.459431618637297,5.087462841250339,5.459431618637297
TraesCS4D02G263800,6.954196310386875,6.539158811108031,6.741466986401147,7.826548487290915,7.400879436282184
TraesCS7D02G361100,3.807354922057604,3.700439718141092,4.247927513443585,4.169925001442312,3.321928094887362
TraesCS3A02G131000,1.0,2.584962500721156,2.321928094887362,2.321928094887362,1.0
TraesCS3A02G131000,1.0,2.584962500721156,2.321928094887362,2.321928094887362,1.0
TraesCS6D02G248800,2.0,2.584962500721156,3.584962500721156,4.169925001442312,2.0
TraesCS2A02G172400,5.357552004618084,4.321928094887363,4.700439718141092,4.807354922057604,5.20945336562895
TraesCS2A02G172400,5.392317422778761,4.392317422778761,4.754887502163468,4.857980995127572,5.247927513443585
TraesCS2A02G172400,5.392317422778761,4.392317422778761,4.754887502163468,4.857980995127572,5.247927513443585
TraesCS7B02G119300,1.0,3.321928094887362,3.700439718141092,3.0,1.0
TraesCS7B02G119300,1.0,3.9068905956085187,4.321928094887363,3.700439718141092,1.584962500721156
TraesCS7B02G119300,1.0,3.584962500721156,4.0,3.321928094887362,1.584962500721156
TraesCS7B02G119300,1.0,3.584962500721156,4.0,3.321928094887362,1.584962500721156
TraesCS7B02G119300,1.0,3.4594316186372973,3.807354922057604,3.169925001442312,1.584962500721156
TraesCS5B02G114900,4.392317422778761,3.584962500721156,3.0,3.4594316186372973,3.321928094887362
TraesCS5B02G114900,4.321928094887363,3.4594316186372973,2.807354922057604,3.321928094887362,3.169925001442312
TraesCS1A02G086500,3.807354922057604,5.129283016944966,5.20945336562895,5.247927513443585,4.0
TraesCS7A02G113900,5.247927513443585,7.339850002884624,6.845490050944375,7.392317422778761,7.741466986401147
TraesCS6B02G314600,3.169925001442312,1.0,1.584962500721156,2.807354922057604,2.0
TraesCS2D02G203300,5.129283016944966,5.129283016944966,5.285402218862249,5.169925001442312,4.459431618637297
TraesCS3D02G056500,7.303780748177103,5.906890595608519,6.0,6.741466986401147,6.954196310386875
TraesCS6D02G171100,2.321928094887362,2.321928094887362,2.584962500721156,2.807354922057604,1.584962500721156
TraesCS7B02G052600,3.0,3.0,3.584962500721156,4.087462841250339,4.247927513443585
TraesCS5A02G105800,9.469641817239516,8.654636028527968,8.876516946565,8.566054038171092,9.722807531169547
TraesCS2B02G247700,3.807354922057604,1.584962500721156,2.807354922057604,4.0,2.807354922057604
TraesCS2B02G247700,3.700439718141092,1.584962500721156,2.584962500721156,3.9068905956085187,2.807354922057604
TraesCS2B02G274400,2.321928094887362,3.9068905956085187,3.700439718141092,4.087462841250339,2.0
TraesCS5B02G178200,5.20945336562895,5.357552004618084,5.0,6.129283016944966,5.129283016944966
TraesCS5D02G394300,4.523561956057013,3.807354922057604,2.584962500721156,4.392317422778761,4.700439718141092
TraesCS1D02G117900,4.857980995127572,4.643856189774724,4.584962500721156,6.022367813028454,5.087462841250339
TraesCS5B02G368800,1.584962500721156,2.321928094887362,2.807354922057604,2.584962500721156,1.0
TraesCS7A02G132500,3.4594316186372973,3.321928094887362,3.321928094887362,3.0,2.321928094887362
TraesCS7A02G132500,3.321928094887362,3.321928094887362,3.321928094887362,3.0,2.321928094887362
TraesCS7A02G391600,4.523561956057013,3.807354922057604,4.087462841250339,4.584962500721156,3.584962500721156
TraesCS4A02G053400,5.807354922057604,5.285402218862249,5.285402218862249,5.700439718141092,5.357552004618084
TraesCS2D02G254500,1.0,3.169925001442312,3.321928094887362,2.321928094887362,1.584962500721156
TraesCS1A02G139600,6.392317422778761,6.044394119358453,6.303780748177103,6.285402218862249,6.507794640198696
TraesCS5D02G338900,5.285402218862249,5.614709844115208,5.285402218862249,5.672425341971495,6.087462841250339
TraesCS7D02G418100,1.0,2.0,1.584962500721156,1.0,2.0
TraesCS7D02G418100,1.0,2.0,1.584962500721156,1.0,2.0
TraesCS6B02G418600,3.321928094887362,3.9068905956085187,2.807354922057604,4.321928094887363,3.584962500721156
TraesCS2B02G421200,3.169925001442312,4.0,3.700439718141092,3.584962500721156,2.807354922057604
TraesCS2B02G421200,3.169925001442312,4.087462841250339,3.700439718141092,3.584962500721156,2.807354922057604
TraesCS2B02G421200,3.169925001442312,4.0,3.700439718141092,3.584962500721156,2.807354922057604
TraesCS3B02G363300,2.807354922057604,3.700439718141092,4.392317422778761,4.247927513443585,2.584962500721156
TraesCS3B02G363300,2.807354922057604,3.700439718141092,4.392317422778761,4.247927513443585,2.584962500721156
TraesCS1A02G359300,3.4594316186372973,4.169925001442312,4.459431618637297,4.169925001442312,3.584962500721156
TraesCS4D02G256200,4.087462841250339,4.0,3.807354922057604,4.321928094887363,3.807354922057604
TraesCS4D02G256200,4.247927513443585,4.087462841250339,4.0,4.459431618637297,3.9068905956085187
TraesCS6B02G037200,3.9068905956085187,3.9068905956085187,4.321928094887363,4.754887502163468,3.9068905956085187
TraesCS6B02G045800,3.4594316186372973,4.807354922057604,5.357552004618084,4.906890595608519,3.4594316186372973
TraesCS6B02G045800,3.4594316186372973,4.807354922057604,5.357552004618084,4.906890595608519,3.4594316186372973
TraesCS1B02G173500,5.584962500721156,5.78135971352466,5.392317422778761,5.554588851677638,4.584962500721156
TraesCS6D02G358300,3.700439718141092,3.4594316186372973,4.087462841250339,3.0,2.584962500721156
TraesCS6A02G196100,6.20945336562895,6.727920454563199,6.78135971352466,6.614709844115208,5.459431618637297
TraesCS6A02G196100,5.954196310386875,6.475733430966398,6.539158811108031,6.3750394313469245,5.20945336562895
TraesCS2B02G181700,2.807354922057604,3.321928094887362,3.9068905956085187,3.4594316186372973,2.584962500721156
TraesCS1B02G060100,5.78135971352466,3.4594316186372973,3.169925001442312,3.700439718141092,3.4594316186372973
TraesCS3A02G436100,4.247927513443585,3.4594316186372973,3.700439718141092,4.459431618637297,3.807354922057604
TraesCS1A02G087700,5.459431618637297,4.754887502163468,5.044394119358453,5.247927513443585,5.523561956057013
TraesCS5B02G220600,3.9068905956085187,3.0,3.321928094887362,2.321928094887362,3.584962500721156
TraesCS2B02G105500,2.584962500721156,2.584962500721156,1.584962500721156,2.584962500721156,2.321928094887362
TraesCS5D02G013300,4.169925001442312,5.044394119358453,5.169925001442312,5.727920454563199,4.247927513443585
TraesCS5A02G119300,1.584962500721156,2.807354922057604,3.584962500721156,3.9068905956085187,2.0
TraesCS5A02G119300,1.584962500721156,2.807354922057604,3.584962500721156,3.807354922057604,1.584962500721156
TraesCS2B02G120800,2.807354922057604,4.0,4.087462841250339,4.247927513443585,3.0
TraesCS2B02G120800,3.0,4.087462841250339,4.169925001442312,4.247927513443585,3.0
TraesCS2B02G120800,2.807354922057604,4.0,4.087462841250339,4.247927513443585,3.0
TraesCS2B02G120800,2.807354922057604,4.0,4.0,4.169925001442312,3.0
TraesCS3B02G352800,2.321928094887362,2.584962500721156,2.0,1.584962500721156,2.321928094887362
TraesCS3B02G352800,2.321928094887362,2.584962500721156,1.584962500721156,1.584962500721156,2.321928094887362
TraesCS4D02G210600,3.0,1.584962500721156,1.584962500721156,2.807354922057604,2.807354922057604
TraesCS1A02G445600,3.4594316186372973,4.087462841250339,3.4594316186372973,4.321928094887363,2.584962500721156
TraesCS1A02G445600,3.169925001442312,3.807354922057604,3.169925001442312,4.087462841250339,2.321928094887362
TraesCS1A02G445600,3.4594316186372973,4.087462841250339,3.4594316186372973,4.321928094887363,2.584962500721156
TraesCS1B02G174800,9.179909090014934,7.409390936137702,7.357552004618084,7.523561956057013,8.810571634741146
TraesCS3B02G530500,7.6865005271832185,7.189824558880018,7.321928094887363,7.149747119504682,7.434628227636725
TraesCS3D02G146300,3.169925001442312,1.584962500721156,2.321928094887362,3.9068905956085187,3.0
TraesCS7D02G126000,4.643856189774724,5.0,5.832890014164741,6.392317422778761,5.700439718141092
TraesCS7B02G062100,6.672425341971495,6.700439718141092,6.523561956057013,6.321928094887363,6.3750394313469245
TraesCS7B02G062100,6.507794640198696,6.539158811108031,6.357552004618084,6.149747119504682,6.20945336562895
TraesCS7B02G062100,6.507794640198696,6.554588851677638,6.357552004618084,6.169925001442312,6.22881869049588
TraesCS7D02G200900,3.4594316186372973,5.20945336562895,5.392317422778761,5.20945336562895,3.4594316186372973
TraesCS5B02G084200,3.584962500721156,4.954196310386875,4.906890595608519,4.807354922057604,2.807354922057604
TraesCS3B02G485000,3.0,3.169925001442312,3.700439718141092,3.584962500721156,3.0
TraesCS4A02G240900,6.044394119358453,6.066089190457772,4.954196310386875,6.459431618637297,6.820178962415188
TraesCS4A02G240900,6.022367813028454,6.044394119358453,4.906890595608519,6.426264754702098,6.794415866350106
TraesCS4D02G291800,5.459431618637297,5.321928094887363,5.129283016944966,5.169925001442312,4.906890595608519
TraesCS1D02G248800,3.700439718141092,3.584962500721156,3.584962500721156,3.169925001442312,3.807354922057604
TraesCS2B02G414100,2.321928094887362,1.584962500721156,1.584962500721156,3.4594316186372973,2.0
TraesCS4D02G290800,6.189824558880018,5.930737337562887,6.129283016944966,5.754887502163468,5.832890014164741
TraesCS4D02G290800,6.022367813028454,5.754887502163468,5.954196310386875,5.584962500721156,5.672425341971495
TraesCS5B02G078300,7.614709844115208,8.679480099505446,7.499845887083206,5.954196310386875,7.614709844115208
TraesCS5A02G423200,5.882643049361842,5.459431618637297,5.321928094887363,5.321928094887363,6.189824558880018
TraesCS4D02G292500,4.584962500721156,3.807354922057604,3.807354922057604,5.087462841250339,4.906890595608519
TraesCS2A02G163200,5.247927513443585,3.0,3.321928094887362,4.247927513443585,4.247927513443585
TraesCS2B02G197200,9.854868383260236,8.72451385311995,8.888743248898258,8.59245703726808,9.668884984266247
TraesCS7A02G185500,5.672425341971495,2.807354922057604,3.321928094887362,3.584962500721156,4.087462841250339
TraesCS7A02G185500,5.807354922057604,3.0,3.4594316186372973,3.700439718141092,4.169925001442312
TraesCS5A02G524300,4.700439718141092,3.584962500721156,3.169925001442312,3.4594316186372973,4.087462841250339
TraesCS3D02G432600,6.78135971352466,6.870364719583405,7.467605550082998,7.442943495848728,7.22881869049588
TraesCS3D02G432600,6.727920454563199,6.820178962415188,7.417852514885898,7.383704292474052,7.1799090900149345
TraesCS7B02G247000,8.149747119504681,8.103287808412022,7.531381460516312,8.124121311829187,8.686500527183219
TraesCS4B02G341800,3.700439718141092,2.321928094887362,3.169925001442312,3.807354922057604,3.321928094887362
TraesCS7D02G179800,4.247927513443585,3.169925001442312,4.0,4.0,4.247927513443585
TraesCS5D02G166400,3.4594316186372973,3.4594316186372973,3.4594316186372973,3.4594316186372973,3.807354922057604
TraesCS5B02G024900,7.6865005271832185,5.643856189774724,5.584962500721156,4.247927513443585,6.459431618637297
TraesCS3B02G136400,2.584962500721156,3.700439718141092,4.392317422778761,3.9068905956085187,2.321928094887362
TraesCS3B02G136400,2.584962500721156,3.700439718141092,4.392317422778761,3.9068905956085187,2.321928094887362
TraesCS7D02G507200,6.426264754702098,6.714245517666122,6.832890014164741,7.169925001442312,6.672425341971495
TraesCS7D02G507200,6.303780748177103,6.599912842187128,6.714245517666122,7.044394119358453,6.554588851677638
TraesCS2A02G206200,8.379378367071261,7.087462841250339,6.9886846867721655,7.643856189774724,8.912889336229961
TraesCS3B02G226600,3.4594316186372973,3.807354922057604,3.0,3.700439718141092,2.321928094887362
TraesCS3B02G226600,3.584962500721156,3.9068905956085187,3.169925001442312,3.807354922057604,2.321928094887362
TraesCS7D02G253800,5.857980995127572,5.882643049361842,5.857980995127572,5.584962500721156,5.857980995127572
TraesCS5B02G080400,1.584962500721156,2.0,2.807354922057604,2.807354922057604,1.0
TraesCS5B02G080400,2.0,2.321928094887362,3.321928094887362,3.169925001442312,1.584962500721156
TraesCS6A02G062600,4.857980995127572,4.754887502163468,3.9068905956085187,5.087462841250339,4.169925001442312
TraesCS7A02G192000,5.857980995127572,4.807354922057604,4.523561956057013,5.087462841250339,4.954196310386875
TraesCS1B02G111900,3.321928094887362,2.0,2.0,2.0,2.321928094887362
TraesCS4D02G032600,3.0,2.0,1.0,2.584962500721156,2.584962500721156
TraesCS3D02G311800,3.807354922057604,4.857980995127572,5.087462841250339,4.906890595608519,4.0
TraesCS5D02G489700,3.9068905956085187,4.857980995127572,4.584962500721156,5.357552004618084,4.392317422778761
TraesCS1B02G259700,4.321928094887363,2.321928094887362,3.584962500721156,2.584962500721156,4.321928094887363
TraesCS5B02G377500,3.0,3.584962500721156,2.807354922057604,4.087462841250339,3.169925001442312
TraesCS4A02G299200,3.169925001442312,4.169925001442312,3.321928094887362,4.321928094887363,3.807354922057604
TraesCS5B02G317300,5.754887502163468,5.285402218862249,5.491853096329675,5.727920454563199,6.20945336562895
TraesCS2B02G523900,1.0,1.584962500721156,1.584962500721156,2.0,1.0
TraesCS2A02G253200,1.584962500721156,1.584962500721156,2.0,1.584962500721156,1.584962500721156
TraesCS4D02G263200,2.0,3.0,3.169925001442312,2.584962500721156,2.807354922057604
TraesCS2A02G415600,1.584962500721156,4.0,3.807354922057604,3.4594316186372973,3.4594316186372973
TraesCS2A02G415600,1.584962500721156,3.9068905956085187,3.700439718141092,3.4594316186372973,3.321928094887362
TraesCS2A02G415600,2.0,4.392317422778761,4.247927513443585,3.9068905956085187,3.807354922057604
TraesCS5A02G237200,4.584962500721156,4.087462841250339,4.0,4.459431618637297,4.523561956057013
TraesCS5A02G237200,4.643856189774724,4.087462841250339,4.0,4.523561956057013,4.584962500721156
TraesCS7B02G169800,5.459431618637297,5.754887502163468,6.0,6.149747119504682,5.672425341971495
TraesCS4D02G250900,2.0,2.584962500721156,2.584962500721156,2.321928094887362,2.0
TraesCS7A02G296900,3.9068905956085187,5.285402218862249,5.357552004618084,5.700439718141092,3.4594316186372973
TraesCS7A02G296900,3.700439718141092,5.087462841250339,5.169925001442312,5.491853096329675,3.321928094887362
TraesCS7A02G296900,3.4594316186372973,4.807354922057604,4.906890595608519,5.247927513443585,3.0
TraesCS7A02G296900,3.584962500721156,4.906890595608519,5.0,5.321928094887363,3.169925001442312
TraesCS7A02G296900,3.4594316186372973,4.857980995127572,4.954196310386875,5.285402218862249,3.169925001442312
TraesCS7A02G296900,3.9068905956085187,5.321928094887363,5.392317422778761,5.727920454563199,3.4594316186372973
TraesCS7A02G296900,3.584962500721156,4.906890595608519,4.954196310386875,5.321928094887363,3.169925001442312
TraesCS7A02G296900,4.0,5.357552004618084,5.459431618637297,5.78135971352466,3.584962500721156
TraesCS7A02G296900,3.584962500721156,4.906890595608519,5.0,5.321928094887363,3.169925001442312
TraesCS4D02G315400,4.857980995127572,4.459431618637297,4.523561956057013,4.392317422778761,4.459431618637297
TraesCS6B02G304000,3.4594316186372973,3.169925001442312,2.807354922057604,5.129283016944966,4.0
TraesCS5A02G130200,3.9068905956085187,1.0,3.0,2.321928094887362,3.700439718141092
TraesCS1B02G462300,2.584962500721156,3.0,2.807354922057604,3.169925001442312,2.584962500721156
TraesCS3B02G453100,2.0,3.321928094887362,3.584962500721156,3.4594316186372973,1.584962500721156
TraesCS3B02G453100,2.321928094887362,3.584962500721156,3.9068905956085187,3.807354922057604,2.0
TraesCS3B02G453100,2.0,3.321928094887362,3.584962500721156,3.4594316186372973,1.584962500721156
TraesCS3B02G367900,4.584962500721156,2.807354922057604,2.321928094887362,2.807354922057604,3.321928094887362
TraesCS2D02G445400,2.321928094887362,2.0,2.0,2.0,1.584962500721156
TraesCS5D02G123000,3.4594316186372973,2.807354922057604,3.4594316186372973,3.4594316186372973,3.584962500721156
TraesCS2B02G152600,2.0,2.807354922057604,2.807354922057604,4.321928094887363,3.321928094887362
TraesCS4D02G150000,3.807354922057604,4.584962500721156,4.700439718141092,4.857980995127572,3.9068905956085187
TraesCS4D02G150000,3.807354922057604,4.700439718141092,4.807354922057604,4.906890595608519,4.0
TraesCS4D02G150000,3.807354922057604,4.643856189774724,4.700439718141092,4.857980995127572,3.9068905956085187
TraesCS4D02G150000,3.807354922057604,4.700439718141092,4.807354922057604,4.906890595608519,4.0
TraesCS4D02G150000,3.807354922057604,4.643856189774724,4.700439718141092,4.857980995127572,3.9068905956085187
TraesCS5B02G441600,5.977279923499917,3.4594316186372973,2.807354922057604,5.0,4.954196310386875
TraesCS7B02G025000,7.774787059601174,5.129283016944966,4.169925001442312,3.807354922057604,6.459431618637297
TraesCS4D02G113400,6.20945336562895,6.087462841250339,5.392317422778761,6.044394119358453,5.614709844115208
TraesCS7D02G209600,7.266786540694901,5.700439718141092,5.459431618637297,6.584962500721156,7.330916878114617
TraesCS7D02G209600,7.22881869049588,5.672425341971495,5.426264754702098,6.539158811108031,7.294620748891627
TraesCS5D02G324700,3.700439718141092,3.0,3.584962500721156,3.321928094887362,4.087462841250339
TraesCS3D02G142700,4.857980995127572,6.3750394313469245,6.614709844115208,6.087462841250339,4.807354922057604
TraesCS3D02G142700,4.807354922057604,6.357552004618084,6.599912842187128,6.066089190457772,4.807354922057604
TraesCS7D02G359500,5.357552004618084,6.409390936137702,6.087462841250339,6.918863237274595,6.108524456778169
TraesCS3D02G097600,7.392317422778761,6.554588851677638,6.870364719583405,7.189824558880018,7.2761244052742375
TraesCS3D02G097600,7.03342300153745,6.20945336562895,6.507794640198696,6.832890014164741,6.918863237274595
TraesCS3D02G221100,4.700439718141092,2.807354922057604,1.0,2.0,3.169925001442312
TraesCS5B02G023000,6.906890595608519,5.906890595608519,4.754887502163468,3.807354922057604,6.643856189774724
TraesCS5B02G023000,6.918863237274595,5.930737337562887,4.754887502163468,3.807354922057604,6.658211482751795
TraesCS2D02G492800,2.807354922057604,3.169925001442312,4.087462841250339,6.6293566200796095,3.4594316186372973
TraesCS3D02G419300,11.336506559810255,9.774787059601174,8.550746785383243,8.700439718141093,11.082814337672273
TraesCS3D02G419300,11.393926675640417,9.832890014164741,8.611024797307353,8.758223214726724,11.140829770773001
TraesCS1B02G287200,6.22881869049588,4.700439718141092,3.4594316186372973,3.807354922057604,6.303780748177103
TraesCS4B02G196800,7.721099188707185,7.965784284662087,7.794415866350106,7.330916878114617,6.658211482751795
TraesCS4B02G196800,7.614709844115208,7.851749041416057,7.6865005271832185,7.219168520462161,6.539158811108031
TraesCS2D02G419400,2.807354922057604,2.0,1.0,2.321928094887362,1.584962500721156
TraesCS3A02G196300,2.321928094887362,2.807354922057604,2.584962500721156,3.0,2.0
TraesCS3A02G196300,2.321928094887362,2.807354922057604,2.584962500721156,3.0,2.0
TraesCS6A02G236100,4.643856189774724,3.169925001442312,2.0,3.584962500721156,4.643856189774724
TraesCS3A02G108000,4.0,3.0,2.0,4.087462841250339,4.459431618637297
TraesCS1A02G351000,4.087462841250339,4.643856189774724,4.0,4.523561956057013,5.169925001442312
TraesCS2B02G475800,4.584962500721156,3.700439718141092,3.4594316186372973,2.0,4.906890595608519
TraesCS5A02G060700,3.0,2.321928094887362,3.0,3.169925001442312,1.584962500721156
TraesCS5A02G060700,3.0,2.321928094887362,2.807354922057604,3.169925001442312,1.584962500721156
TraesCS1D02G043400,2.0,1.584962500721156,1.0,1.584962500721156,1.584962500721156
TraesCS6A02G302100,3.169925001442312,3.0,2.807354922057604,2.0,2.321928094887362
TraesCS6A02G302100,2.807354922057604,2.807354922057604,2.584962500721156,1.584962500721156,2.0
TraesCS6A02G302100,3.0,2.807354922057604,2.807354922057604,1.584962500721156,2.0
TraesCS6D02G235000,3.169925001442312,1.584962500721156,2.584962500721156,3.0,2.807354922057604
TraesCS4B02G142400,6.475733430966398,6.339850002884624,6.169925001442312,6.599912842187128,4.807354922057604
TraesCS4B02G142400,6.426264754702098,6.303780748177103,6.129283016944966,6.554588851677638,4.754887502163468
TraesCS4A02G089100,7.727920454563199,6.426264754702098,5.357552004618084,6.066089190457772,7.257387842692652
TraesCS7A02G463200,4.392317422778761,5.523561956057013,5.643856189774724,6.189824558880018,4.700439718141092
TraesCS5B02G275100,4.700439718141092,5.129283016944966,5.285402218862249,5.491853096329675,4.087462841250339
TraesCS5B02G275100,4.584962500721156,5.044394119358453,5.20945336562895,5.392317422778761,4.0
TraesCS1A02G290500,3.584962500721156,4.754887502163468,4.321928094887363,4.169925001442312,3.169925001442312
TraesCS1A02G290500,3.584962500721156,4.754887502163468,4.321928094887363,4.169925001442312,3.169925001442312
TraesCS4A02G310600,3.0,3.0,3.169925001442312,4.247927513443585,3.0
TraesCS7A02G009400,5.78135971352466,4.954196310386875,4.584962500721156,5.584962500721156,5.584962500721156
TraesCS7B02G103800,3.321928094887362,5.491853096329675,6.129283016944966,6.3750394313469245,6.169925001442312
TraesCS7B02G103800,3.584962500721156,5.727920454563199,6.357552004618084,6.614709844115208,6.392317422778761
TraesCS4B02G282400,2.321928094887362,3.0,2.584962500721156,2.807354922057604,2.0
TraesCS4B02G282400,2.0,2.807354922057604,2.321928094887362,2.807354922057604,2.0
TraesCS2D02G264300,3.807354922057604,4.523561956057013,5.044394119358453,4.584962500721156,3.4594316186372973
TraesCS2D02G264300,3.9068905956085187,4.643856189774724,5.087462841250339,4.643856189774724,3.584962500721156
TraesCS5D02G153000,2.321928094887362,2.0,2.584962500721156,2.321928094887362,1.0
TraesCS1B02G039300,3.321928094887362,3.807354922057604,4.169925001442312,4.643856189774724,3.169925001442312
TraesCS7D02G398000,2.0,4.643856189774724,3.584962500721156,3.9068905956085187,3.169925001442312
TraesCS2D02G074100,4.459431618637297,3.9068905956085187,4.087462841250339,4.169925001442312,5.087462841250339
TraesCS3D02G211600,5.169925001442312,4.247927513443585,4.0,3.169925001442312,4.584962500721156
TraesCS6A02G042100,2.321928094887362,3.321928094887362,2.807354922057604,3.9068905956085187,4.584962500721156
TraesCS5B02G170800,4.169925001442312,4.459431618637297,3.584962500721156,4.754887502163468,4.087462841250339
TraesCS5B02G170800,4.169925001442312,4.392317422778761,3.584962500721156,4.700439718141092,4.0
TraesCS6B02G235800,3.700439718141092,3.321928094887362,3.807354922057604,4.247927513443585,4.087462841250339
TraesCS6B02G235800,4.169925001442312,3.807354922057604,4.247927513443585,4.700439718141092,4.459431618637297
TraesCS3D02G349500,1.584962500721156,2.0,3.169925001442312,2.584962500721156,2.807354922057604
TraesCS5B02G470400,3.4594316186372973,3.0,2.807354922057604,2.321928094887362,1.0
TraesCS3B02G361700,3.584962500721156,4.754887502163468,3.4594316186372973,4.643856189774724,6.321928094887363
TraesCS3B02G474100,4.459431618637297,3.9068905956085187,4.087462841250339,4.392317422778761,4.459431618637297
TraesCS7D02G388900,4.643856189774724,4.0,4.087462841250339,4.807354922057604,4.321928094887363
TraesCS7D02G388900,4.584962500721156,3.9068905956085187,4.087462841250339,4.807354922057604,4.247927513443585
TraesCS2B02G192300,2.0,3.321928094887362,3.807354922057604,3.584962500721156,2.0
TraesCS7A02G282600,4.807354922057604,4.906890595608519,5.285402218862249,5.523561956057013,4.857980995127572
TraesCS4B02G241500,3.0,3.169925001442312,3.169925001442312,3.700439718141092,3.700439718141092
TraesCS6D02G005600,3.700439718141092,5.392317422778761,5.392317422778761,5.321928094887363,3.321928094887362
TraesCS2D02G258000,3.0,2.584962500721156,3.321928094887362,2.321928094887362,2.0
TraesCS2D02G258000,2.807354922057604,2.321928094887362,3.321928094887362,2.321928094887362,2.0
TraesCS2D02G258000,2.807354922057604,2.321928094887362,3.169925001442312,2.321928094887362,1.584962500721156
TraesCS1D02G117100,6.569855608330948,4.523561956057013,4.0,5.700439718141092,5.672425341971495
TraesCS7A02G534500,2.584962500721156,3.4594316186372973,2.584962500721156,2.584962500721156,3.321928094887362
TraesCS6D02G402600,2.807354922057604,1.584962500721156,1.584962500721156,1.0,1.584962500721156
TraesCS5A02G038100,4.087462841250339,3.9068905956085187,3.807354922057604,4.459431618637297,3.700439718141092
TraesCS5D02G516200,5.247927513443585,4.906890595608519,4.906890595608519,4.392317422778761,5.169925001442312
